报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),54514,76024,46347,47477,62029,53404,34612,49926,46786,72882,49019,46087,57669,73779,78415,89536,98044,99660,121085,77548,148917,150093,137773,134607,142112,156330,156171,16401,26119,29432,17662,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),2001,1055,--,--,60,506,125518,124035,122470,112130,--,541,--,--,--,15,4,2295,8127,11929,1218,944,--,--,790,1055,2658,2208,640,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),0,18,416,--,0,7,7,14,23,17,--,10,46,24,35,54,--,37,33,71,45,--,--,50,32,--,--,--,--,--,--,
应收账款(万元),47609,59486,71279,41893,33666,63396,71131,35987,24693,31333,54637,28823,30507,32138,43700,25437,25858,28241,47070,29294,21607,27688,41868,23833,20545,27448,44453,21462,19959,13093,8035,
预付款项(万元),11908,7781,8262,8659,4855,4299,4096,4954,10817,10765,8306,4227,4806,3460,4681,5437,7810,4446,4755,6814,6299,6041,7547,4118,5866,5135,5401,4195,5290,5587,4434,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),31,6,11,8,4,--,12,12,7,8,92,59,229,610,999,765,680,253,974,633,1538,725,1706,1134,1140,651,--,--,--,--,--,
应收股利(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),18279,15126,11987,8560,10693,9322,9777,6979,6447,5658,8848,6308,14362,9390,8806,6704,7073,6725,4983,5360,3113,5703,4054,1431,1387,7321,7316,3409,7155,3928,1870,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
