报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),8862,12256,8699,8191,14363,15092,17105,20914,21702,19491,22312,32666,3865,8484,10112,9169,10906,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3318,1786,3237,5104,5403,2809,2494,1962,1174,2369,2960,4487,756,2620,2719,1648,2451,
应收账款(万元),24766,24719,23577,24888,22746,20843,22089,23366,24055,26684,25102,26583,22432,22859,18690,19123,16988,
预付款项(万元),3574,1810,2690,1814,2903,1576,2003,1599,1501,990,1508,1877,2548,1817,1526,1554,1851,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),1680,1648,1768,2200,2090,1958,1951,1435,1338,1236,1392,1646,1787,1685,1626,1058,947,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20840,21273,15783,17037,20694,26320,25813,22159,21630,18559,22191,16314,16536,13647,11255,18805,22691,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,3,5,8,11,--,--,--,--,--,--,--,
其他流动资产(万元),338,365,997,169,483,321,939,746,825,703,1062,447,985,908,691,482,509,
流动资产合计(万元),63378,63856,56752,59404,68682,68920,72396,72187,72233,70043,76526,84020,48909,52020,46619,51838,56343,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2030,2000,2000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),40874,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,37357,--,21920,--,21458,--,21304,--,21282,--,12921,--,12569,11940,--,--,
累计折旧(万元),--,6170,--,5659,--,5126,--,4628,--,4116,--,3670,--,3298,2909,--,--,
固定资产净值(万元),--,31187,--,16261,--,16332,--,16676,--,17166,--,9250,--,9270,9031,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),30720,31187,16588,16261,16173,16332,16441,16676,16919,17166,16842,9250,9319,9270,9031,8851,8613,
在建工程(万元),6587,6009,14353,9738,7516,5998,3610,2463,1831,425,419,290,279,220,38,27,10,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10216,10277,10340,10391,5648,5688,5719,5735,5761,5799,5837,3189,3213,3221,3316,3386,1858,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),203,195,58,62,67,72,74,32,31,8,22,25,28,31,32,43,54,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1295,1359,1280,1344,1411,1576,756,813,691,681,571,588,602,583,500,449,352,
其他非流动资产(万元),22,194,564,495,5244,5974,4137,310,470,473,12,2700,2172,2171,1523,0,--,
非流动资产合计(万元),91947,51222,45184,40291,36060,35639,30737,26028,25703,24551,23702,16043,15613,15496,14440,12756,10886,
资产总计(万元),155326,115079,101936,99694,104741,104559,103133,98215,97936,94595,100228,100063,64522,67516,61059,64594,67229,
短期借款(万元),4000,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),6896,4691,3867,4764,6100,4996,5761,6447,3860,3953,6187,7618,3994,3684,3626,1406,3641,
应付账款(万元),12105,14183,9674,9143,9134,9566,7652,7734,8193,8918,8379,8964,7034,9613,6176,10378,11240,
预收账款(万元),15469,17105,14081,14724,18513,20509,20509,12936,12477,10850,15297,12179,13246,13924,14421,21795,24889,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),735,1369,805,797,770,1318,813,838,793,733,746,713,863,642,781,715,876,
应交税费(万元),1105,369,316,914,662,116,51,106,217,399,160,478,180,607,1529,1154,2528,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),4157,4306,4060,2619,4504,4540,159,142,121,161,1160,1100,82,147,71,111,186,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
