报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6760,7976,5698,9188,2853,4062,7636,7040,7031,10801,12896,24430,4056,5906,4672,5248,5165,4079,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),790,416,789,804,890,921,826,1284,1300,975,1160,579,268,519,360,933,45,30,
应收账款(万元),13127,13793,12572,12389,10182,10228,12253,11864,10160,11707,10325,9172,8921,9670,10161,8131,7165,5340,
预付款项(万元),1905,862,939,1435,2090,108,1172,438,2322,384,3479,2009,1444,1121,1495,571,63,677,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),494,256,632,905,533,456,392,904,246,216,192,177,395,264,210,214,116,179,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15877,14127,16349,16920,13390,10147,11782,11511,8769,8086,9115,7871,8857,7260,7891,4809,4604,4899,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3314,5203,3699,3467,4272,6602,454,549,778,265,211,331,763,474,1509,278,225,156,
流动资产合计(万元),42267,42633,40679,45107,34209,32524,34514,33589,30604,32434,37379,44569,24704,25213,26298,20185,17382,15360,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1719,1751,518,299,299,209,200,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,55785,--,47297,--,44218,--,35799,--,33138,--,28311,--,26606,20676,16837,12285,8249,
累计折旧(万元),--,13018,--,11999,--,9794,--,10054,--,8370,--,6807,--,5308,5147,3710,2046,1384,
固定资产净值(万元),--,42767,--,35298,--,34423,--,25746,--,24767,--,21504,--,21298,15529,13127,10239,6865,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),41530,42767,35286,35298,34956,34423,26164,25746,24723,24767,21874,21504,21386,21298,15529,13127,10239,6865,
在建工程(万元),6390,6687,13472,11214,9103,9054,10514,7927,5705,3795,2495,1189,783,762,5333,4704,2406,799,
工程物资(万元),85,48,16,92,50,50,208,124,63,43,101,250,184,41,134,32,68,1,
固定资产清理(万元),--,--,--,--,--,--,--,--,-20,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4715,4755,4591,4633,4676,4716,4501,4536,4575,4619,3924,3955,3958,3966,4212,4306,4380,4199,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,0,1,3,4,6,8,9,12,14,25,43,45,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),694,268,278,333,365,429,423,410,409,409,361,370,365,295,285,179,151,177,
其他非流动资产(万元),5202,3924,5577,4954,5072,1976,3065,2524,1914,1517,--,--,--,--,--,--,--,--,
非流动资产合计(万元),60335,60200,59739,56823,54521,50858,45075,41268,37371,35155,28761,27275,26687,26373,25507,22373,17287,12085,
资产总计(万元),102602,102833,100417,101930,88730,83381,79589,74857,67975,67589,66140,71844,51390,51586,51805,42557,34669,27445,
短期借款(万元),23100,21600,20000,16000,12000,10050,11000,9000,5000,5000,6150,13150,12150,10150,10150,7350,7700,3700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),5418,7408,6829,5041,5155,6206,7466,5540,3686,4645,4709,3265,2571,4774,6236,3621,366,177,
应付账款(万元),11090,8576,7223,11961,6925,6844,6138,6267,6258,5774,4981,4762,4829,4850,4394,3162,4936,4054,
预收账款(万元),747,955,1111,777,983,988,502,855,749,669,478,339,344,395,359,286,310,371,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),644,716,708,764,665,652,538,584,592,636,456,494,427,557,407,474,497,440,
应交税费(万元),106,966,372,222,66,547,385,77,326,192,430,453,398,864,306,299,-15,568,
应付利息(万元),104,95,83,116,73,47,20,9,3,3,18,34,32,25,21,18,13,7,
应付股利(万元),--,--,--,594,--,--,0,842,--,--,--,--,136,136,--,240,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),834,1249,1233,4017,3297,2481,2533,2656,2642,2695,93,581,179,14,20,6,11,50,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),360,343,457,443,277,496,263,197,197,356,3013,469,347,354,261,208,--,13,
流动负债合计(万元),42403,41907,38017,39934,29441,28311,28844,26029,19451,19970,20329,23548,21413,22119,22153,15664,13818,9379,
长期借款(万元),9298,9527,9797,10021,7142,3748,667,--,--,--,--,3430,3500,3500,3500,3000,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),851,546,644,659,--,475,336,344,--,273,159,164,93,93,--,68,70,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,600,--,--,--,306,--,--,--,--,--,85,--,--,--,
非流动负债合计(万元),10149,10072,10442,10680,7742,4223,1003,344,306,273,159,3594,3593,3593,3585,3068,70,0,
负债合计(万元),52552,51979,48458,50615,37183,32533,29847,26373,19758,20243,20488,27142,25006,25712,25738,18732,13888,9379,
实收资本(或股本)(万元),20800,20800,20800,20975,20975,20975,20931,8422,8422,8422,8422,8267,6200,6200,6200,6200,6200,6200,
资本公积(万元),11156,11156,11728,12772,12704,12635,12415,25628,25492,25368,22615,22712,7131,7131,7131,7131,7131,7131,
减:库存股(万元),977,977,977,2266,2266,2266,1765,2588,2588,2588,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2693,2693,2583,2583,2583,2583,2169,2169,2169,2169,1781,1781,1781,1781,1343,1343,907,478,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),16378,17182,17825,17113,17370,16920,15992,14853,14723,13976,12833,11942,11273,10762,11394,9152,6544,4257,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),50050,50854,51959,51178,51366,50848,49742,48484,48218,47346,45651,44702,26384,25874,26067,23825,20782,18066,
少数股东权益(万元),--,--,--,137,181,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),50050,50854,51959,51315,51547,50848,49742,48484,48218,47346,45651,44702,26384,25874,26067,23825,20782,18066,
负债和所有者权益(或股东权益)总计(万元),102602,102833,100417,101930,88730,83381,79589,74857,67975,67589,66140,71844,51390,51586,51805,42557,34669,27445,		
  
