报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),22510,21597,25191,19107,18198,9423,20073,13165,8708,8516,9218,13016,4606,18824,17230,16210,8893,9704,10146,10599,20951,23600,34560,35009,37043,40817,41302,40420,37182,49914,2638,7124,7347,8341,11575,2892,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13190,11600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),8095,8849,6932,9169,6901,5639,4763,6444,2889,5294,7177,8939,5321,3054,3688,5465,4166,4541,2874,5769,3272,2899,3826,7181,5917,5727,7379,7000,2576,2213,1487,730,2158,457,719,1647,
应收账款(万元),22522,19941,19979,18064,17244,16964,17885,16929,19044,17533,16902,16517,20664,20525,19521,18168,20174,18521,18940,18123,17769,17818,15088,12011,15295,15132,13766,13815,16494,15475,12081,6927,7483,4511,2772,1727,
预付款项(万元),8282,5856,5044,7908,5207,6323,3372,4347,5057,6061,8669,4953,9905,6212,5182,4749,9058,12469,10214,9762,8747,11940,11097,5554,7965,10211,10938,3252,8555,6861,6665,2892,5362,1947,1309,1180,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,5,134,89,44,--,145,169,580,460,326,314,734,465,305,43,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),417,490,460,329,245,301,360,7346,7812,493,390,303,1629,1961,290,285,201,336,297,285,570,241,364,247,92,80,81,81,260,69,299,71,45,52,63,150,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22343,23847,23364,20648,21078,21752,21111,17749,18499,24221,22280,21322,21536,22783,19554,18297,19555,18950,21165,19962,19475,16641,15847,14558,16013,13695,14267,15800,15674,14279,12783,9856,7938,5060,4910,3444,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),324,1226,343,367,88,9117,339,360,7229,5329,3288,4012,9220,7028,16698,16317,23880,22146,22575,22811,--,--,--,0,--,--,--,621,--,--,--,--,--,--,--,--,
流动资产合计(万元),84494,81807,81314,75592,68961,69518,67903,66340,69237,67447,67926,69061,72880,80387,82163,79495,86061,86757,86256,87310,84119,84908,81361,75021,82651,85975,88467,81453,81047,88853,35952,27600,30333,20368,21349,11041,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),798,774,845,900,858,889,920,944,990,990,1000,--,177,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2405,2442,2556,2595,2381,2416,2451,2485,523,530,463,544,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,42013,--,41715,--,41528,--,41713,--,46664,--,44887,--,42654,--,42025,--,33900,--,33121,--,28369,--,27912,--,25915,--,25867,--,22617,--,21278,20070,16943,--,--,
累计折旧(万元),--,21925,--,20701,--,19372,--,18367,--,17962,--,16101,--,14550,--,13004,--,11700,--,10553,--,9707,--,8637,--,7706,--,7202,--,6284,--,5472,5098,4106,--,--,
固定资产净值(万元),--,20089,--,21014,--,22156,--,23346,--,28702,--,28786,--,28103,--,29021,--,22200,--,22568,--,18662,--,19275,--,18208,--,18665,--,16332,--,15805,14972,12837,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),19687,20089,20450,21014,21554,22156,22749,23346,25778,28702,28318,28786,28223,28103,28443,29021,22829,22200,22330,22568,18441,18662,19054,19275,18490,18208,18351,18665,17458,16332,15562,15805,14972,12837,9471,7754,
在建工程(万元),--,1,1,--,--,5,6,6,--,3,3,368,291,123,410,8,3027,2925,2463,1700,4038,3508,3454,3390,1593,592,253,213,158,703,1576,1289,140,353,2775,847,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
