报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),80291,81882,67374,65797,67833,59853,70369,64219,86215,84023,83583,72147,87903,77233,81155,52514,46589,33364,43141,37226,32763,39323,36448,28664,42749,57874,46822,38494,50547,51360,58457,45838,53446,90546,115687,129602,115008,142750,125663,134126,155755,176168,68158,50481,55511,64720,62956,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
交易性金融资产(万元),0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,--,--,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
应收票据(万元),59039,64518,85309,49202,46580,52649,58908,26113,43963,37873,50270,28687,54648,59881,62950,21660,16192,21143,39721,16954,32456,8558,11950,9985,10606,9965,6892,9608,15316,8160,7809,12636,24177,22092,25917,23768,20439,16665,16174,10059,20789,15330,10717,12729,10087,8476,7616,
应收账款(万元),105799,102881,75250,117939,96699,100926,69141,84240,64402,67907,50253,71116,56830,64578,39643,72213,70286,68916,42265,75183,58953,64081,44452,59778,52603,56793,44464,54302,49384,63678,38452,61215,52505,58214,52615,53620,53594,52187,42979,50402,40770,42472,34322,35068,23992,26225,9565,
预付款项(万元),5896,8252,2216,12608,2544,2720,2137,5202,1491,2742,2971,3980,16899,13980,1544,7633,10809,2498,2582,14727,26828,18950,18482,13441,14172,14219,13422,37288,37937,29173,23614,33939,25036,26107,16872,60113,62339,54717,48442,57527,59051,58007,51546,44244,40686,48495,57181,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
其他应收款(万元),477,517,364,3220,545,554,412,641,420,382,326,573,823,1179,522,929,694,1089,1067,1768,1633,2400,2707,3383,2057,1822,1245,1365,1736,1678,1980,1947,1591,1864,1438,1700,3843,1331,1775,2021,2289,1601,1428,1162,671,1047,254,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
存货(万元),189943,189553,184674,187224,204482,212669,205093,214286,213073,215171,201682,204472,192059,193455,177647,181018,183364,193540,192978,187964,185610,198066,186440,189168,191627,177759,173877,159324,149770,143678,161496,149289,134548,113927,115241,107095,110396,121328,142177,133200,119785,100584,85809,69853,65706,66124,75395,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
其他流动资产(万元),664,328,635,207,206,242,282,777,672,2600,769,2025,886,1199,962,1438,1263,1256,1551,2685,2264,5217,6578,--,--,--,--,--,21,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
流动资产合计(万元),442109,447931,415822,436197,418889,429613,406340,395479,410236,410699,389905,382999,410047,411506,364423,337405,329297,321804,323306,336508,340507,336596,307059,304420,313813,318433,286723,300381,304710,297727,291808,304863,291302,312749,327769,375899,365620,388979,377209,387336,398438,394163,251980,213539,196652,215088,212968,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
可供出售金融资产(万元),9,9,9,150,150,150,150,150,150,150,150,6971,6971,5150,5150,5150,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,27,29,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
长期股权投资(万元),--,--,--,2500,2528,2491,2550,2793,2886,2988,3084,3330,3433,3496,3569,3582,8821,8683,8748,8757,8716,8711,8786,9178,9243,9304,9362,4286,4205,4285,4334,4540,4395,4509,4588,4231,4120,3893,3956,3974,2621,2396,2100,1882,1788,--,1927,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
投资性房地产(万元),18469,18631,18774,18418,18586,18745,18860,10218,10315,10412,10506,10599,10696,10714,10811,10907,11004,11100,11129,10650,10856,10247,10327,3857,3906,3954,4002,4050,4098,4146,4195,4243,4291,4339,4387,4435,4483,4532,4580,4286,4330,4375,4414,4459,4503,--,0,
固定资产原值(万元),393351,--,390487,--,386251,--,383310,--,396499,--,396112,--,373909,--,373189,--,232659,--,230188,--,214444,--,199431,--,207707,--,189433,--,163419,--,157469,--,145218,--,131470,--,125084,--,124389,--,120348,--,95235,--,85418,--,74812,
累计折旧(万元),167111,--,158487,--,147109,--,137271,--,129769,--,119716,--,110017,--,101334,--,95391,--,90520,--,87994,--,84019,--,79891,--,75531,--,70780,--,67371,--,64247,--,61225,--,58136,--,55351,--,52503,--,47636,--,45595,--,44313,
固定资产净值(万元),226240,--,232001,--,239142,--,246039,--,266729,--,276395,--,263892,--,271856,--,137268,--,139668,--,126449,--,115412,--,127816,--,113902,--,92638,--,90098,--,80971,--,70245,--,66948,--,69038,--,67846,--,47599,--,39823,--,30498,
固定资产减值准备(万元),107,--,107,--,67,--,67,--,70,--,70,--,122,--,129,--,129,--,129,--,129,--,129,--,131,--,131,--,131,--,131,--,131,--,131,--,131,--,131,--,131,--,131,--,131,--,381,
固定资产(万元),226133,227699,231894,235588,239075,243052,245973,262169,266659,271406,276325,261067,263770,267891,271726,134635,137139,136746,139538,126197,126320,127901,115283,132891,127685,111913,113771,94367,92507,92212,89967,81653,80840,70515,70114,66783,66817,67657,68907,67384,67715,67400,47468,41377,39692,33124,30118,
在建工程(万元),9104,9741,8727,8409,5784,6409,5636,4430,4015,3416,2875,22139,24229,26363,23008,162235,158384,161827,160985,169570,167005,164136,173092,153070,153880,166824,164539,154551,150973,147764,148163,150221,139430,129259,115115,63705,46480,41084,34270,21769,16708,14621,12195,7408,5949,3998,2747,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2296,1973,2057,1816,968,2443,2278,1854,2602,3565,3172,3277,2902,3162,2695,2047,1489,1129,842,1539,413,340,541,614,
固定资产清理(万元),--,2,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57,57,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
无形资产(万元),12435,12489,12556,11849,11926,11989,12066,12142,12219,12296,12373,12449,12559,12667,12777,12888,12998,13043,13151,13259,13368,13476,13584,13641,13692,13794,13787,13880,10051,10125,10198,6698,6735,6773,6824,6871,6912,6953,6994,7203,7071,7088,1995,591,593,1899,602,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,--,--,--,0,0,--,0,
