报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),80123,117838,40920,39945,120729,16226,23256,11119,13474,8791,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2152,548,1221,449,1053,361,300,--,--,--,
应收账款(万元),5445,4344,4218,3950,3969,4175,3848,1945,1413,1163,
预付款项(万元),2107,1371,1506,2037,2069,1025,1836,3243,1772,1501,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3905,3940,4208,1902,1028,860,986,1101,1198,799,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),4890,3375,1471,1229,1624,1576,1033,1590,2096,1644,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,34,--,--,--,--,--,
其他流动资产(万元),45583,3947,91594,90561,367,365,581,280,370,172,
流动资产合计(万元),144207,135363,145138,140073,130871,24588,31840,19278,20322,14070,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),71,71,71,71,71,71,71,71,71,71,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,92762,--,91442,--,90047,85509,--,--,--,
累计折旧(万元),--,37327,--,34652,--,32041,29499,--,--,--,
固定资产净值(万元),--,55435,--,56790,--,58006,56010,--,--,--,
固定资产减值准备(万元),--,60,--,60,--,60,60,--,--,--,
固定资产(万元),54218,55375,55761,56730,56689,57946,55950,50001,48064,37940,
在建工程(万元),6030,3181,3522,3667,1796,566,4263,5707,3077,6300,
工程物资(万元),348,1048,--,--,32,--,7,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5820,5865,5911,5957,6005,5989,6062,5081,3775,1675,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1559,1620,1682,1745,1801,1864,1936,2148,2384,2613,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),147,143,132,134,114,111,100,68,48,36,
其他非流动资产(万元),674,759,674,674,448,349,219,217,790,1090,
非流动资产合计(万元),68867,68063,67753,68979,66958,66895,68608,63294,58210,49726,
资产总计(万元),213073,203426,212891,209052,197829,91483,100447,82572,78532,63796,
短期借款(万元),--,--,--,--,100,--,--,--,--,1800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,
应付账款(万元),9687,7806,7570,7126,8434,6161,8368,9562,6545,4988,
预收账款(万元),11478,8389,10207,11732,8733,6434,8462,9180,8021,5383,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),367,422,437,1071,366,363,1167,868,380,311,
应交税费(万元),938,992,1449,1827,928,1230,1855,2020,2139,1111,
应付利息(万元),--,--,--,--,--,--,--,--,14,13,
应付股利(万元),--,--,--,--,--,--,--,--,9427,280,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),765,711,996,988,1598,577,619,530,481,279,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,2800,2800,2700,7800,200,424,3824,4392,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),23235,18320,23460,25544,22859,22565,20672,22585,30832,18556,
长期借款(万元),--,--,--,--,--,--,7700,106,530,4186,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),5516,5166,4867,4649,4304,4684,4149,3193,2933,1602,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1109,1118,76,40,40,40,41,42,43,44,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,40,--,--,--,--,--,--,--,
非流动负债合计(万元),6626,6284,4983,4689,4344,4724,11890,3341,3505,5832,
负债合计(万元),29860,24605,28443,30232,27203,27289,32563,25925,34338,24388,
实收资本(或股本)(万元),16000,16000,16000,16000,16000,12000,12000,12000,12000,11372,
资本公积(万元),117074,117074,117074,117074,117074,18830,18830,18830,16353,10519,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),4660,4545,4476,4393,4574,4370,4039,3241,2962,2186,
盈余公积(万元),7557,7557,7557,7557,5864,5864,5864,4305,1886,4455,
