报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),375094,338388,336491,331850,511798,233547,217362,203932,250475,203888,183147,114514,172168,121491,113581,110843,86848,88353,45345,63421,44266,41326,27739,50476,31282,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),76,25,13,11,--,--,52,--,--,--,--,--,--,--,221,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),59412,90103,82066,46310,19101,50193,28317,25093,27277,49513,46996,35716,53823,83347,70346,61799,30254,53215,62915,71029,49030,71164,69573,62504,63816,
应收账款(万元),85955,84517,73484,58435,63594,58617,60087,45622,42139,49504,50534,51100,48344,50875,48552,43940,41025,46105,45639,50677,39138,41202,48948,47732,33563,
预付款项(万元),2658,925,5915,490,3049,1026,1128,362,6529,7734,6383,4822,16305,4462,16468,14595,12063,12959,15368,10709,7295,36459,33190,27871,16067,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),2252,2291,2144,1764,754,471,94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
