报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),26194,25428,8521,12403,9085,6438,9143,5025,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),3247,2380,2898,4950,2135,2478,541,769,
应收账款(万元),33360,31762,32267,34318,36544,31363,29290,24049,
预付款项(万元),2003,1919,2064,1451,942,1361,961,868,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,95,--,--,--,--,--,--,
其他应收款(万元),1290,1125,1259,931,744,2880,4352,6075,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),33806,29212,26611,24911,24428,23135,22775,27539,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),852,718,1885,2159,1619,1005,1923,2987,
流动资产合计(万元),100752,92640,75503,81124,75497,68660,68985,67312,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),3215,3181,2974,2974,2520,2556,2881,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20129,--,20078,20183,19533,--,--,
累计折旧(万元),--,5881,--,5358,4424,3474,--,--,
固定资产净值(万元),--,14247,--,14720,15760,16059,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),14145,14247,15231,14720,15760,16059,4488,4729,
在建工程(万元),--,--,--,--,--,--,4572,1758,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),3789,3717,3051,3740,3771,3762,3220,3295,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),961,992,977,977,952,1109,73,73,
长期待摊费用(万元),222,245,255,282,209,262,299,391,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1030,1057,942,963,803,650,516,472,
其他非流动资产(万元),--,62,--,--,--,--,4194,--,
非流动资产合计(万元),23363,23502,23428,23654,24015,24397,20243,10718,
资产总计(万元),124115,116142,98931,104778,99513,93057,89229,78030,
短期借款(万元),12737,11167,12255,15300,15600,16100,13800,6500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),6142,4491,4316,4664,6880,3490,4108,1915,
应付账款(万元),17026,17827,16247,18452,15791,12536,8960,8424,
预收账款(万元),22864,17370,18273,18087,16264,16718,20850,25393,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),818,655,373,965,685,705,403,837,
应交税费(万元),582,483,877,773,509,434,897,1716,
应付利息(万元),--,19,--,20,22,32,32,20,
应付股利(万元),237,242,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),213,210,341,335,211,1399,1379,275,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),47,47,--,46,407,350,304,--,
其他流动负债(万元),--,43,12,--,--,--,--,--,
流动负债合计(万元),60665,52556,52694,58643,56370,51763,50732,45081,
长期借款(万元),481,502,574,509,507,933,729,202,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,3065,3256,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),2124,2124,2192,2192,2330,2467,--,--,
递延所得税负债(万元),--,--,--,0,6,5,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),2605,2626,2766,2702,2843,3405,3794,3458,
负债合计(万元),63270,55182,55460,61345,59212,55168,54526,48539,
实收资本(或股本)(万元),9147,9147,6860,6860,6860,6860,6860,6600,
资本公积(万元),22613,22698,8101,8101,8101,8098,7954,6189,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),388,368,368,346,396,522,499,371,
盈余公积(万元),3770,3770,3770,3770,3236,2968,2639,2302,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),24358,24473,23842,23837,21334,18905,16571,13819,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),60135,60343,42758,42731,39668,37375,34491,29281,
少数股东权益(万元),710,616,713,702,632,514,212,210,
所有者权益(或股东权益)合计(万元),60845,60960,43471,43433,40300,37889,34703,29491,
负债和所有者权益(或股东权益)总计(万元),124115,116142,98931,104778,99513,93057,89229,78030,		
  
