报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),38852,37222,43351,47563,64261,78698,66407,70345,89072,108261,110439,151027,219723,19331,10579,12413,18248,22592,17768,17785,18864,7207,2465,3818,6338,4041,6030,4683,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
交易性金融资产(万元),5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,616,616,616,4626,24371,20022,11402,5455,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收账款(万元),64940,53831,56829,49010,44228,34831,26708,24589,20875,17881,19294,15336,14068,12380,14551,14244,12439,11594,11823,11953,10582,9654,10276,9222,7234,5524,3116,1116,
预付款项(万元),1131,701,1024,1428,618,193,440,417,9566,334,28315,51666,115,65,135,44,49,28,40,94,5355,64,21,88,161,51,80,98,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收利息(万元),51,30,--,--,--,--,25,23,19,5,5,5,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他应收款(万元),--,36615,39412,35918,28545,26298,1659,1592,1521,1429,2085,1165,2165,1288,1765,1309,237,247,323,288,404,696,431,385,445,276,246,163,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
存货(万元),153,167,205,239,223,230,203,251,187,241,221,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他流动资产(万元),18500,34759,8669,6848,5622,2662,14465,14168,25990,24999,16000,12000,--,--,1,1,--,--,125,99,--,0,--,--,42,--,--,--,
流动资产合计(万元),165100,163325,150106,141623,144115,147538,134278,131406,158632,158606,176358,231199,236072,33064,27032,28012,30973,34461,30080,30220,35206,17620,13194,13513,14220,9893,9472,6059,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
可供出售金融资产(万元),3543,3543,3543,3543,3543,3543,2630,2630,2735,2630,2000,4000,4000,4000,4000,2000,--,--,--,--,--,0,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
长期股权投资(万元),62665,61874,62479,61634,62117,58602,56839,54963,46624,44802,43642,1435,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
