报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),92053,91559,74033,59662,80825,87111,52258,63225,73150,96124,55752,65238,46349,56760,95592,55353,113304,105932,92905,28102,30006,51871,40628,24349,35886,47003,33472,34436,38421,39227,37468,38833,39987,50614,51489,52316,58625,62983,59728,6755,5562,8475,8294,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收票据(万元),35615,55558,38643,40757,52369,60178,51036,51994,56161,73657,61665,59712,39602,50437,40242,35146,27076,33462,26312,24906,23519,26594,20807,27126,28058,19653,9885,14847,13529,16433,19899,17780,21504,16882,18848,19481,18655,14698,12629,9900,10475,2272,4978,
应收账款(万元),168018,161007,179786,168847,152968,116696,130109,136917,122191,70133,98821,91659,106242,64633,82691,78471,78168,54783,91050,87523,80944,50672,75471,75004,69166,65831,36178,27859,32048,27740,28544,19925,12079,11554,22180,21359,17532,13905,23985,17120,10966,8622,8389,
预付款项(万元),3836,3419,12187,10913,7069,6680,12313,10102,5973,4909,8600,10382,13423,7151,5723,5830,5122,5244,5625,4418,4330,4694,4947,4375,3409,3888,1747,2058,2480,3658,2378,2422,1570,1767,4853,4203,2648,3212,1776,1198,1466,983,991,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收利息(万元),32,--,--,107,138,--,405,405,547,712,413,709,1365,1751,215,215,393,431,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
其他应收款(万元),--,3557,3501,4275,3424,2750,1569,1466,733,1450,794,1704,1010,1094,1115,1085,463,1000,1321,1544,1171,1166,1144,851,897,484,722,555,410,370,488,607,259,348,436,511,657,385,550,327,187,120,286,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
存货(万元),145612,141896,156036,153727,140718,122821,120448,122056,129318,132678,138194,143288,136996,112450,109657,95854,84156,77253,78294,74536,66168,60884,61585,63705,63131,56889,35230,35250,34303,34468,40674,41744,43147,39429,40219,36574,31317,24684,19209,17211,17168,13431,11691,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,9,--,--,--,3,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
其他流动资产(万元),7961,6602,7957,22710,5772,3505,34760,13917,19992,16973,33694,39631,52125,56333,1680,51982,2020,12451,1485,1122,--,506,--,3000,--,177,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
流动资产合计(万元),456906,463597,472143,460998,443283,399741,402898,400081,408066,396634,397933,412323,397113,350610,336915,323935,310701,290556,296992,222161,206138,196396,204583,198410,200547,193928,117234,115005,121192,121896,129451,121311,118547,120594,138026,134444,129434,119867,117877,52511,45824,33903,34629,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
长期股权投资(万元),5906,5906,6519,6519,6713,6713,68,68,68,68,125,125,3961,3961,957,957,957,957,959,959,959,959,1000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,81,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
固定资产原值(万元),--,182949,--,170801,--,139426,--,135159,--,128154,--,117536,--,110217,--,113705,--,112206,--,110219,--,106568,--,95818,--,88327,--,58062,--,53550,--,25743,--,25192,--,21624,--,20186,--,0,18903,16842,--,
累计折旧(万元),--,76912,--,71504,--,66716,--,62612,--,57228,--,52289,--,49345,--,52979,--,50622,--,48600,--,44831,--,38740,--,35443,--,17954,--,16372,--,15637,--,14701,--,13995,--,13385,--,0,12030,10214,--,
固定资产净值(万元),--,106037,--,99298,--,72710,--,72547,--,70926,--,65247,--,60872,--,60725,--,61584,--,61619,--,61737,--,57078,--,52884,--,40108,--,37178,--,10107,--,10492,--,7630,--,6802,--,0,6874,6628,--,
固定资产减值准备(万元),--,1243,--,1291,--,1371,--,1429,--,1429,--,1456,--,1490,--,1307,--,1318,--,1431,--,1431,--,1448,--,1448,--,750,--,750,--,750,--,750,--,751,--,751,--,0,751,736,--,
固定资产(万元),--,104793,99379,98007,71107,71339,74106,71118,70058,69497,66777,63790,59795,59382,59588,59419,59897,60266,59423,60189,60304,60306,56547,55630,56373,51436,39353,39358,37570,36428,35078,9356,9283,9742,6941,6879,6429,6051,6123,6074,6123,5892,5733,
在建工程(万元),--,70,644,1105,16452,16079,9224,6258,5459,3606,2203,1856,1527,1303,1111,1010,866,709,1017,729,550,447,551,490,474,459,--,--,1640,--,--,18844,14047,10670,5824,4030,2209,1132,679,582,223,0,--,
