报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),205085,216586,227060,106164,117617,72993,22301,16493,14933,29840,10847,8418,10675,5883,6761,9905,11796,17076,19319,21215,18802,23211,21078,29217,31971,34761,39359,39609,43594,50223,44848,46907,57483,60147,2195,2818,817,225,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收票据(万元),110,163,130,373,30,--,--,200,200,29,273,244,30,274,50,170,233,536,330,220,150,50,--,--,230,218,--,--,--,--,--,0,--,0,0,0,0,0,
应收账款(万元),105746,118833,124154,119895,124129,94213,94032,80726,87975,84890,102547,97761,92021,94247,86554,78972,75996,71162,61703,58495,43725,34787,34176,36968,31107,27628,30972,29183,24540,29960,33784,27990,22919,22529,19724,8877,2315,947,
预付款项(万元),45662,26905,32913,23421,27877,22027,18460,12283,10205,11679,12617,15302,14485,8893,11804,9363,8841,6691,6203,4396,4347,4821,6254,8045,7891,4975,10447,9573,6242,6760,5431,2588,578,54,945,299,35,13,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收利息(万元),420,1035,--,--,--,--,--,--,--,--,--,--,--,--,4,--,4,4,4,4,15,19,21,47,--,40,--,--,9,326,--,0,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他应收款(万元),19770,10787,12769,13637,19686,9299,7482,7285,8868,3694,5459,4437,4838,2629,4054,4571,2173,2657,4255,1429,2187,1086,1098,1171,780,602,1238,692,1665,902,1664,1168,1253,416,578,426,70,52,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
存货(万元),70285,56254,56028,56503,47270,45585,44175,46858,42698,43050,41090,40991,39395,35856,32068,27592,24336,25560,27570,25348,25700,26103,23823,19562,17566,18975,12911,9810,7656,5541,5163,3088,2497,4328,4784,5842,346,137,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
