报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),1596,1823,14222,8156,4061,3974,5164,3607,6562,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),178,249,75,--,--,--,--,--,--,
应收账款(万元),5114,4792,3755,2752,5075,3499,4492,2118,2476,
预付款项(万元),120,50,35,157,196,35,30,27,57,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),110,128,91,97,29,45,47,713,734,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),4019,3473,3775,3892,3793,4010,4126,2964,2477,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),35480,30635,17171,36,--,19,48,703,261,
流动资产合计(万元),46617,41150,39125,15090,13154,11583,13907,10132,12567,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,18243,--,18083,17636,--,17547,--,--,
累计折旧(万元),--,4378,--,3825,3540,--,2743,--,--,
固定资产净值(万元),--,13865,--,14258,14096,--,14804,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),13699,13865,14029,14258,14096,14546,14804,13480,3061,
在建工程(万元),5121,2495,146,124,--,--,--,690,1465,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),2152,2165,2177,2188,2190,1643,1651,1686,956,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),42,46,77,88,99,81,70,46,10,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),446,428,426,430,439,346,362,313,418,
其他非流动资产(万元),2422,583,248,103,88,--,--,53,4073,
非流动资产合计(万元),23882,19581,17103,17191,16913,16615,16888,16269,9982,
