报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),25263,42728,63199,26916,30782,29805,61518,20132,28224,26832,19292,21505,30670,16658,16211,16156,18581,11387,18025,18091,21252,31709,28092,56698,53410,35346,51342,42292,41709,65375,34826,27989,47138,31581,29985,33805,54831,58123,51419,64369,77539,98360,128059,17097,13622,9573,3268,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
交易性金融资产(万元),2798,2736,2845,2927,18,5285,1588,5835,1715,2673,1773,576,472,1316,504,439,1071,947,258,49,1097,3335,442,--,297,815,--,--,198,198,--,0,--,1088,--,0,--,--,--,--,--,0,--,0,0,10,40,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,0,
应收票据(万元),22422,28186,20656,15583,13629,16400,14961,10061,10235,9263,17364,18855,16494,20446,15662,14665,17616,20619,22341,20293,21504,25551,30664,31025,33890,31298,23046,13406,9963,14771,11373,9373,4300,6096,1710,1853,886,2818,6593,6937,3853,8837,3255,1568,2051,221,301,
应收账款(万元),22362,18975,25005,17753,16872,17885,14668,12983,16811,14910,16851,15705,21507,19750,19758,20016,18870,16901,14265,10283,12139,11211,13680,12837,10497,10350,9701,8017,11708,7451,10096,7189,9909,5133,4474,3140,2684,3726,8096,8826,3862,6405,2799,4314,1636,2960,2350,
预付款项(万元),25289,13349,15512,24557,18845,9481,22109,20373,14442,15031,23529,17804,24434,28390,26364,24407,19502,19939,15075,12191,20000,20149,20109,15291,13816,15188,9096,7007,8105,6643,7100,5454,6119,5191,8211,7475,5595,5959,9149,10252,11206,7102,7519,9559,4105,2742,3515,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
