报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),11549,6886,6728,7405,8422,33361,11475,27339,16361,30212,30491,45076,28197,31061,42165,60201,36501,56027,43975,60064,37235,54588,20490,17477,29713,14085,10049,9986,15844,19642,20860,23666,23944,24181,23557,23863,30669,5825,4874,7017,872,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收票据(万元),615,847,2491,3356,2437,4482,6049,4796,16865,8592,35453,42751,47672,37534,43368,33363,54222,55427,45759,45946,39304,25610,22119,24085,19147,15224,24161,15892,11976,14777,10297,12303,7936,9530,10780,12248,9659,10412,8618,3299,1644,
应收账款(万元),8424,9052,7740,6834,7318,9476,20031,21615,52594,50947,58136,103637,202428,99166,66916,79736,50135,72264,37793,44692,31825,36215,28697,36237,18966,20721,13796,22791,17813,15333,13842,15268,13948,12540,12620,10904,12121,9296,5712,6059,3885,
预付款项(万元),92,69,202,60,188,193,209,552,3939,4203,5595,5476,2088,5814,4517,1365,3012,2615,3851,1938,398,426,527,579,4534,10330,11217,8249,8967,4197,7893,4858,3350,3581,5464,3629,1630,886,118,2220,389,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收利息(万元),--,17,--,--,--,--,--,--,--,--,--,--,--,42,22,22,98,--,--,--,68,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
其他应收款(万元),1499,1334,1563,1799,1076,1436,17427,17616,6274,6289,8001,7562,6933,3930,6131,6434,4147,3393,2960,933,977,1803,2322,1738,647,369,476,322,716,360,570,341,318,712,102,312,438,111,330,30,198,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
存货(万元),7024,7582,6609,5379,7625,10194,11575,10929,33328,41424,51551,43813,89203,82584,85583,68588,70619,78282,76215,63723,26481,25440,26510,24417,29362,22987,17002,13603,13387,10299,14021,13927,16698,15797,17716,14885,11235,7953,6828,6902,4390,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
其他流动资产(万元),736,2792,2931,2842,2945,3069,3132,3188,5646,7032,5593,4922,12243,14952,8749,6734,14519,5569,12891,12095,8101,2113,2706,3318,314,170,97,110,--,4,9,15,--,4,11,17,--,0,0,--,--,
流动资产合计(万元),29939,28579,28263,27675,30012,62212,69898,86037,135009,148699,194821,253238,388764,275085,257450,256443,233253,273577,223445,229390,144389,146195,103370,107851,102682,83887,76796,70952,68703,64612,67492,70377,66193,66346,70249,65859,65752,34483,26480,25527,11378,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
可供出售金融资产(万元),--,2890,2890,2890,2890,2890,2890,2890,4890,4890,4890,4890,5301,5301,2411,2411,2411,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
