报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),60513,83514,84729,104870,75376,75006,87381,84060,132260,22253,47635,23671,17560,23507,28020,30021,33159,26600,21379,28052,32688,39781,36822,55775,54040,3772,10864,17909,8599,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,128,112,34,--,1566,1566,--,--,--,--,--,218,125,--,--,--,--,205,167,339,--,--,8,--,149,68,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1493,728,333,2545,2289,2066,2258,3130,1266,1189,1357,1141,2167,1463,225,951,710,907,539,2967,720,722,221,758,10,240,199,60,110,
应收账款(万元),145964,128384,117209,103191,99591,83070,72005,68278,64752,52100,47917,52885,47209,40469,30501,31228,32561,28911,26742,24297,24657,23561,22935,20606,20673,19428,16541,13752,13500,
预付款项(万元),28520,22789,26948,14846,25673,22900,18675,13180,17896,17475,16747,10734,10844,8869,3659,2370,8940,7606,6524,2904,3711,1378,2558,910,3539,2118,2337,1741,1301,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),436,352,335,175,579,470,670,143,36,77,25,16,6,183,179,178,92,553,465,518,341,960,515,512,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,9320,9360,8229,7953,6038,5983,4636,5453,6545,6252,5695,3307,3813,2955,2985,5925,4443,4530,3701,2010,1400,1820,897,1217,1208,880,451,373,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),90458,89178,84879,78671,60544,55097,55286,51914,42252,33557,33746,32360,35786,35742,21737,20702,19120,17392,15117,13897,12424,11549,11895,11482,12055,12370,13656,9605,5943,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12535,13390,8525,14019,4749,4394,6653,3992,2794,2754,3542,3274,1402,1931,1672,2077,1842,3121,2455,246,351,462,177,217,117,69,147,130,59,
流动资产合计(万元),350388,349827,334617,328830,276788,249043,250478,230899,266708,135949,157221,129776,118282,116196,89073,90512,102349,89531,77751,76787,77069,80152,76944,91157,91659,39204,44773,43716,29885,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,6232,6232,6232,3000,3000,3000,3000,3000,3050,3050,3050,3050,3100,3100,3100,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1144,1199,1225,1248,10403,4347,1208,1328,1459,1467,1503,728,--,--,--,--,3100,3100,100,100,100,100,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,234,237,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,157785,--,144641,--,141175,--,139243,--,107660,--,105937,--,97932,--,89946,--,53001,--,36908,--,31214,--,29970,--,--,26825,24962,--,
累计折旧(万元),--,39023,--,33761,--,31704,--,28550,--,26478,--,23580,--,21817,--,18339,--,16001,--,14694,--,14085,--,13087,--,--,11648,10044,--,
固定资产净值(万元),--,118763,--,110880,--,109471,--,110693,--,81181,--,82356,--,76115,--,71607,--,37001,--,22214,--,17129,--,16883,--,--,15177,14918,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),115987,118763,119709,110880,108419,109471,110401,110693,103031,81181,81025,82356,77688,76115,71791,71607,38726,37001,23668,22214,17516,17129,16506,16883,14899,14752,15177,14918,13778,
在建工程(万元),33311,27174,22291,14683,9381,3682,2549,2755,3426,24813,24078,19069,14637,14314,11975,7636,33494,30521,40836,37613,35304,24397,20167,11255,7801,2087,480,82,97,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,231,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),24090,24386,24661,16368,16249,16226,16350,13118,12988,12391,12470,12544,12134,12203,12663,12218,10835,10677,10513,10530,4334,4359,4383,3102,3078,3096,3203,1836,1899,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),83086,83086,83086,63406,63406,63406,63406,63406,63406,63406,63406,63406,63089,63089,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),13106,12312,10961,8294,7646,7745,8205,7870,6748,7416,7547,7893,6061,6229,7113,7458,5146,3368,2576,2187,892,746,1057,977,1598,1792,1548,933,322,
