报告日期,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),6772,9120,4213,15911,5433,6823,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1870,5203,3011,3559,1524,2973,
应收账款(万元),17768,12307,8560,8970,7721,5444,
预付款项(万元),4075,1880,3096,2864,5082,3518,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1483,2715,2195,2160,2922,1396,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),19942,22193,15606,19312,18280,17658,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),2673,90,7504,3,4000,1500,
流动资产合计(万元),54584,53509,44186,52779,44962,39311,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),1270,1240,--,--,--,--,
累计折旧(万元),454,383,--,--,--,--,
固定资产净值(万元),816,857,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),816,857,914,915,654,282,
在建工程(万元),1377,212,40,40,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),1146,1171,1188,1187,206,0,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),371,446,313,334,247,219,
其他非流动资产(万元),768,12,--,--,--,--,
非流动资产合计(万元),4478,2698,2455,2476,1107,501,
资产总计(万元),59061,56207,46641,55255,46069,39812,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),7913,6867,4557,3512,1515,2054,
预收账款(万元),22576,24669,19438,30400,30062,24543,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),125,127,2,125,--,--,
应交税费(万元),648,1266,2404,2938,1709,2286,
应付利息(万元),1,--,--,--,--,--,
应付股利(万元),--,--,--,900,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),120,169,254,401,533,5426,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),31384,33098,26655,38276,33820,34308,
长期借款(万元),773,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),200,200,200,350,150,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),973,200,200,350,150,0,
负债合计(万元),32357,33298,26855,38626,33970,34308,
实收资本(或股本)(万元),5790,5790,5790,854,710,710,
资本公积(万元),10576,10576,10576,1844,2590,90,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),761,761,151,1587,969,473,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),9650,5845,3319,12378,7848,4225,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),26777,22972,19837,16663,12117,5498,
少数股东权益(万元),-73,-62,-50,-33,-18,6,
所有者权益(或股东权益)合计(万元),26705,22909,19787,16629,12099,5504,
负债和所有者权益(或股东权益)总计(万元),59061,56207,46641,55255,46069,39812,		
  
