报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),217528,175637,128189,108875,126308,163260,207611,208089,171107,204399,142042,223948,177345,134697,111265,99540,128215,104865,97872,75337,84018,120806,134046,98869,105502,117430,93470,115959,125412,128331,42478,39969,41979,41899,37280,43618,50144,36231,32473,49396,55354,37397,33567,23866,22162,29377,19898,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,262,262,--,--,--,--,962,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9611,9115,9794,5870,7011,7987,10416,12528,7385,3707,3012,2775,8172,10298,1572,6794,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),145506,190135,210361,88313,46922,71582,88953,71977,49626,61555,64798,69333,63023,51446,53366,14624,20035,16210,45464,45820,39283,38215,27278,20966,19180,29486,22753,21798,10472,6343,8701,1472,4594,2257,2398,1525,1673,1138,1362,2986,6491,4398,3240,938,3064,1018,138,
应收账款(万元),554995,536215,450464,511809,470612,429070,365341,453841,428188,375502,336804,383740,368126,327592,326502,344441,317549,290609,270899,290634,245204,253755,227180,240701,225794,206552,188979,177481,162894,141635,154174,146595,133003,121764,119881,123290,112100,111314,122037,128506,114460,122198,99849,102038,92764,83704,61801,
预付款项(万元),20095,39012,8810,38567,28683,19978,9937,22931,32811,14529,19222,17409,14914,16864,25740,14765,3796,6379,2927,3481,5222,5083,1160,10942,2020,5196,7234,17541,4311,4894,2854,5780,754,1638,1627,1855,578,735,1150,4023,2308,6847,5017,3811,3191,1864,246,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
