报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37446,47300,43596,42623,42256,57667,42571,38378,30259,47601,44183,48271,6150,15215,10384,7311,3150,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),37,109,47,100,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),26686,24568,19420,13645,8605,5801,5341,4742,3229,3652,2681,2721,3179,2344,2136,3253,3926,
预付款项(万元),5861,2977,3482,3467,1496,552,572,408,481,418,956,843,903,313,505,514,1184,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5631,3474,3914,2146,1750,654,843,903,696,340,766,702,633,334,302,406,521,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14577,13063,15486,11574,8629,7929,6801,5280,5127,4895,4961,4604,4799,5144,4524,4085,4816,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5471,4211,2993,2295,12224,18,--,--,--,--,56,54,--,--,--,--,--,
流动资产合计(万元),95709,95702,88939,75849,74959,72620,56131,49710,39791,56906,53603,57195,15664,23350,17851,15568,13596,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),19651,12455,12462,12153,13173,246,16646,19246,23346,5046,246,246,9246,245,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,6000,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),953,387,387,382,5291,378,387,373,344,344,343,343,343,343,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4168,4185,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,38097,--,36219,--,30263,--,22961,--,21218,--,19980,19617,19209,16848,15021,--,
累计折旧(万元),--,13078,--,10470,--,8257,--,7279,--,6149,--,5412,5010,4632,3518,2268,--,
固定资产净值(万元),--,25019,--,25750,--,22006,--,15681,--,15069,--,14568,14607,14577,13330,12752,--,
固定资产减值准备(万元),--,101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),26022,24918,27443,25750,23858,22006,16006,15681,15344,15069,14789,14568,14607,14577,13330,12752,9437,
在建工程(万元),286,494,187,129,280,371,336,271,137,49,73,78,75,72,315,--,1611,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
