报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),37066,39644,47140,12517,6626,11239,18062,7679,11408,5508,5456,3092,7630,1324,10824,3281,8152,6813,3138,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1314,2103,5072,1760,8714,8520,5479,2100,1400,1820,2390,724,553,681,1127,150,1966,2541,2384,
应收账款(万元),37006,38148,33431,43091,38779,29349,33542,42470,48388,39588,37263,34831,30752,21404,17900,21132,14052,11198,8574,
预付款项(万元),16805,6414,3624,4829,15165,12342,9722,4723,2052,10306,9713,6715,3671,2801,1581,2242,2376,6223,1430,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1724,925,733,1371,1825,1423,1217,727,949,1001,409,405,267,417,285,340,400,370,588,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12742,13629,12686,12421,8211,10859,9592,8801,8978,8632,8490,9588,8241,9577,9272,7946,10152,6478,3386,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),10,11,11,10,11,11,11,11,11,23,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5896,3828,4076,627,181,181,92,264,331,1147,1293,197,31,386,659,161,19,19,368,
流动资产合计(万元),112562,104703,106773,76626,79510,73925,77716,66773,73516,68025,65014,55553,51145,36589,41647,35252,37117,33641,19867,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),785,801,860,1096,1128,1218,1281,945,1100,1175,1234,1402,1425,1484,1480,1447,1501,502,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2837,2877,2918,2856,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),26229,--,26147,--,27017,--,20673,--,20660,--,21299,--,15216,--,14816,14585,14541,--,--,
累计折旧(万元),6282,--,5538,--,5158,--,4714,--,4177,--,4369,--,4380,--,3948,3504,3088,--,--,
固定资产净值(万元),19947,--,20609,--,21858,--,15959,--,16483,--,16929,--,10836,--,10869,11082,11452,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),19947,20255,20609,17580,21858,22104,15959,16154,16483,16453,16929,10106,10836,10692,10869,11082,11452,11861,2629,
在建工程(万元),50646,38125,37133,8366,7587,5740,7359,6784,7339,6213,5260,9557,7324,7103,6649,5076,3887,275,5110,
工程物资(万元),--,--,--,--,--,63,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
