报告日期,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),12458,11877,6333,10674,12655,10079,4047,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),12826,14170,6090,4870,3524,2899,489,
应收账款(万元),52390,43907,43947,32792,34012,24568,12303,
预付款项(万元),1074,696,933,423,578,208,232,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),3,3,2,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),695,864,1617,937,1193,2345,857,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),21934,17845,19283,11083,10862,10010,6952,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),2803,2371,4159,9891,6230,2339,2454,
流动资产合计(万元),104183,91733,82363,70669,69053,52448,27334,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),106216,103020,82541,--,63365,45784,--,
累计折旧(万元),24414,22598,19752,--,16684,12687,--,
固定资产净值(万元),81802,80422,62789,--,46681,33097,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),81802,80422,62789,48244,46681,33097,25421,
在建工程(万元),225,1664,905,96,75,3192,3611,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),67,47,135,16,26,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),1091,1103,893,723,614,383,392,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),1057,992,958,961,929,534,222,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),898,732,784,577,539,239,144,
其他非流动资产(万元),904,1608,2628,2859,567,1942,1039,
非流动资产合计(万元),86043,86567,69091,53476,49431,39387,30829,
资产总计(万元),190227,178300,151454,124145,118485,91835,58164,
短期借款(万元),12000,15800,12950,6757,4213,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,21,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),11647,11494,12411,13123,11753,793,--,
应付账款(万元),62533,57539,44683,28351,31244,26340,18251,
预收账款(万元),140,147,79,175,317,61,55,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),2529,2322,2318,1558,1799,1447,995,
应交税费(万元),1091,546,909,1151,1042,885,1343,
应付利息(万元),29,24,20,17,--,--,--,
应付股利(万元),--,--,--,5059,5124,14082,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1364,1197,1311,1401,1254,11090,5157,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
