报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),26234,32405,7419,8372,2796,4295,5736,3824,3445,1464,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,
应收账款(万元),1969,2268,1981,1729,2012,1838,1991,1811,1212,1246,
预付款项(万元),119,73,83,117,46,48,172,64,142,35,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3413,3026,2845,2563,1952,872,387,310,182,1128,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),410,395,390,376,350,475,333,317,258,245,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1570,1543,--,--,--,--,--,--,--,--,
其他流动资产(万元),790,738,519,453,107,--,--,8,18,9,
流动资产合计(万元),34506,40449,13236,13611,7263,7527,8619,6335,5256,4126,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),100,100,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),46832,47232,49596,--,--,--,--,--,--,--,
长期股权投资(万元),1000,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,1493,--,1288,1166,1175,1112,1129,928,833,
累计折旧(万元),--,789,--,748,691,690,673,695,615,515,
固定资产净值(万元),--,704,--,540,474,485,439,434,314,318,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),825,704,520,540,474,485,439,434,314,318,
在建工程(万元),112263,105523,100776,83656,24773,12024,8421,6219,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),72192,73093,74209,125105,131467,122354,125281,128316,134385,139900,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),134,142,150,100,126,36,26,33,46,60,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1060,1029,1396,1081,887,748,697,623,504,359,
其他非流动资产(万元),2349,1103,1099,872,572,134,680,46,3003,--,
非流动资产合计(万元),236755,228926,227746,211354,158300,135782,135543,135671,138251,140637,
资产总计(万元),271261,269375,240982,224965,165563,143310,144162,142006,143507,144763,
短期借款(万元),15000,22000,21000,20000,16000,8000,6000,5950,6000,5600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,
应付账款(万元),14283,10503,14362,8810,7103,1171,873,461,240,4005,
预收账款(万元),--,--,--,--,--,--,--,--,1395,779,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1,0,3,4,6,10,10,10,12,22,
应交税费(万元),1181,863,789,1172,1296,423,343,448,220,169,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,2133,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),314,439,196,887,69,148,180,181,180,172,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),13013,12934,12603,16061,10000,14000,14750,10500,9000,6900,
其他流动负债(万元),286,285,330,295,--,--,--,--,--,--,
流动负债合计(万元),44079,49158,49282,47230,34474,23752,22156,17550,17047,17646,
长期借款(万元),119525,113725,111508,99014,58950,54550,59650,64550,71050,74050,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),7558,7475,8444,8352,8168,6999,6823,6690,6516,6110,
长期递延收益(万元),--,545,545,545,545,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),127084,121744,120497,107911,67663,61549,66473,71240,77566,80160,
负债合计(万元),171163,170902,169779,155140,102137,85302,88628,88791,94613,97806,
实收资本(或股本)(万元),21334,21334,16000,16000,16000,16000,16000,16000,16000,16000,
资本公积(万元),48772,48772,26163,26163,26163,26163,26163,26163,26163,25986,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1355,1355,1713,1355,1051,820,617,617,422,224,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),28587,26962,27278,26257,20212,15025,12754,10436,6309,2661,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),100048,98423,71153,69774,63426,58008,55534,53215,48894,44872,
少数股东权益(万元),50,50,50,50,--,--,--,--,--,2085,
所有者权益(或股东权益)合计(万元),100098,98473,71203,69824,63426,58008,55534,53215,48894,46957,
负债和所有者权益(或股东权益)总计(万元),271261,269375,240982,224965,165563,143310,144162,142006,143507,144763,		
  
