报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),26991,35964,33180,20083,22160,18707,20167,22136,24293,22720,20476,24560,18835,16878,22024,18669,16763,19781,21375,22246,20538,23746,22712,25642,28812,31526,29947,35921,4214,4780,5396,2478,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20591,21731,15963,14123,12319,12827,10302,8254,7197,9115,7203,5437,6955,8261,5415,2225,1750,5295,5695,5019,5090,6690,4798,4577,3250,5829,3597,1414,1763,3119,5971,2588,
应收账款(万元),53441,53530,55469,58036,50137,49543,48113,48662,35978,29920,31239,29668,22165,24450,26636,23556,19220,19244,20236,19494,15567,15105,16925,17053,13105,13702,14056,14921,10496,8010,6475,5749,
预付款项(万元),9053,7421,8287,9829,9951,7471,9354,12679,9018,5445,7571,8632,11543,8386,5675,5019,3873,3291,8068,6479,6006,4516,4265,3435,4421,1499,3329,4155,799,2290,1612,1337,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,21,--,--,--,33,--,130,133,225,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,6570,13292,13389,15113,2023,2001,1548,1004,893,1533,1564,1109,896,1338,473,490,435,597,332,296,286,410,311,319,299,284,532,564,1375,5925,460,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),37902,39256,39169,36361,35633,29197,29669,24419,22968,13964,13247,13172,13653,12792,13551,12459,14270,13681,11925,11600,12307,11064,11464,12243,12069,10617,10432,9223,8401,8803,8570,6485,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9069,9021,17637,17044,4873,5840,5523,4056,3237,6994,3148,2096,1767,2746,1014,1124,1724,1496,--,--,--,--,--,--,--,--,31,--,--,--,--,--,
流动资产合计(万元),159847,173492,182998,168864,150186,125607,125128,121754,103694,89051,84417,85129,76026,74410,75652,63524,58091,63243,67897,65170,59804,61440,60574,63391,62110,63697,61677,66166,26237,28377,33949,19097,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,78,85,91,97,103,109,2103,120,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,100387,--,85561,--,61704,--,59124,--,57627,--,56730,--,56191,--,29712,--,28985,--,21445,--,21210,--,20535,--,19898,--,16194,--,15002,14012,--,
累计折旧(万元),--,29575,--,25212,--,17940,--,16203,--,14382,--,12913,--,11579,--,10612,--,9797,--,8527,--,7858,--,7194,--,6502,--,5247,--,4771,4150,--,
固定资产净值(万元),--,70812,--,60349,--,43764,--,42922,--,43245,--,43817,--,44613,--,19100,--,19188,--,12918,--,13352,--,13341,--,13396,--,10947,--,10231,9862,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),--,70812,59756,60349,58668,43764,43653,42922,43440,43245,43419,43817,43946,44613,35696,19100,19690,19188,20906,12918,13168,13352,13299,13341,13239,13396,10842,10947,10884,10231,9862,10134,
在建工程(万元),--,6117,5809,5355,5721,3652,3029,3208,3135,3130,2700,2448,2484,2105,4664,19955,18911,16764,14930,12569,11202,10515,8265,6372,3920,3702,2385,1464,1052,1739,121,7,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,9,--,5,5,--,11,10,4,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),47661,48412,34988,35705,38240,15630,14821,14908,15013,10674,10865,10962,9775,9945,9986,10064,9353,10111,9411,8372,8366,8409,8272,8324,8380,8436,7387,7370,7389,7024,1425,1468,
开发支出(万元),4586,3989,--,--,3330,3007,4690,4268,3641,3229,2351,1496,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),60691,60691,59937,59937,66546,61656,61701,61701,61628,16515,16516,16516,9871,9871,9818,4457,4457,4457,3755,888,888,888,888,888,888,888,--,--,--,--,--,--,
长期待摊费用(万元),527,563,146,198,195,9,58,10,11,12,12,13,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,4,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3469,3281,3080,2486,2254,795,733,722,579,522,504,472,439,425,358,427,411,530,386,383,371,391,342,331,272,285,139,139,139,183,131,121,
其他非流动资产(万元),6326,4844,7973,3740,2879,4219,44,117,44,143,306,306,44,49,3768,3613,3677,2310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),204160,198717,171689,167774,177997,132818,128832,127963,127599,77581,78779,76150,66559,67008,64290,57616,56500,53361,49393,35131,33995,33556,31066,29257,26698,26708,20754,19920,19465,19176,11539,11734,
资产总计(万元),364007,372209,354686,336638,328184,258425,253960,249717,231292,166632,163195,161278,142585,141418,139943,121141,114590,116604,117290,100300,93799,94996,91640,92648,88808,90405,82430,86086,45702,47553,45487,30831,
