报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1133656,899066,1207570,1244559,988458,1047876,972760,864577,813453,859157,699520,873779,647071,648843,659997,561634,458690,529489,507047,619967,664776,608645,568632,555438,483729,290262,299411,247573,287824,299818,256428,215261,144469,208180,194105,275637,198045,92272,121108,150267,98464,166880,130406,132334,79877,107621,85916,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,0,12,19,3,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,160,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收账款(万元),5913,3645,5508,20303,7790,6307,7201,5499,5115,11851,8815,9223,8837,9312,7184,10224,6421,8563,6472,826,3419,3782,4233,4900,4871,5228,4211,3786,3185,1311,1220,1286,723,747,1455,1410,2796,3246,3335,4261,9062,9824,11824,2926,2926,2933,3414,
预付款项(万元),1146103,1153666,1128760,1252686,673084,247475,194248,124053,441573,279611,99544,216569,208481,222230,165888,224306,164020,152281,133413,253390,240299,239764,154276,130670,115092,106033,79657,78000,66766,84584,75381,107315,89533,218170,127188,104061,128089,123944,103126,80376,89342,92152,47906,43442,43594,43487,54153,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),253,237,193,28,19,9,--,142,132,123,114,104,94,83,71,59,46,33,20,7,139,126,254,241,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,70,50,50,40,30,268,10,40,
应收股利(万元),21931,21700,21700,22060,24010,22060,18700,18700,22060,22060,18700,20260,25860,18700,18700,20065,23662,22305,18700,1300,5601,--,--,2240,2240,3430,--,--,9100,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他应收款(万元),113727,73956,101378,141883,133206,173666,140153,30504,44776,37456,129697,32255,71590,71230,64333,63785,54424,27582,74938,10013,19930,5483,8408,82497,8722,8952,35810,40545,36796,51498,64471,147611,78413,91990,72242,56464,51192,29801,30405,75850,39480,36477,54771,24110,17467,20426,22470,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
