报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),46859,36148,38894,41176,50790,47484,56120,50351,34598,67987,66017,66764,26514,21365,24066,26518,21507,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),91,--,--,--,--,--,--,--,--,--,--,--,--,--,445,--,176,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6947,10272,9905,6779,4940,6071,2671,2082,7025,6151,5062,3726,6127,9238,3765,535,2651,
应收账款(万元),25489,17413,21979,24251,26128,17965,18815,19575,16333,14484,17245,18921,16422,13165,12583,10813,8398,
预付款项(万元),3341,1952,1611,1485,1003,1066,1331,1148,1117,1086,1119,817,2300,1357,1559,1250,2571,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),133,108,236,246,280,176,268,286,331,222,308,297,564,374,438,670,393,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13895,12008,10008,11740,10334,9022,9589,10094,8970,9818,8654,9214,9288,8703,8862,9241,8815,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),20706,23978,13472,11459,7540,9580,4061,8628,19674,440,4002,4069,6,835,1162,2043,2356,
流动资产合计(万元),117461,101879,96104,97137,101015,91364,92855,92164,88048,100187,102408,103810,61219,55038,52880,51069,46867,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),7019,7046,7892,8774,9406,9076,9406,723,723,723,723,723,723,723,723,844,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,844,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,98451,--,94884,--,82374,--,80975,--,80624,--,80116,--,79383,77167,--,--,
累计折旧(万元),--,37675,--,33811,--,30280,--,27386,--,24164,--,20930,--,17711,11553,--,--,
固定资产净值(万元),--,60777,--,61072,--,52094,--,53590,--,56459,--,59186,--,61672,65613,--,--,
固定资产减值准备(万元),--,1447,--,1340,--,1340,--,1340,--,1340,--,1018,--,1018,--,--,--,
固定资产(万元),59563,59330,59465,59732,61430,50754,50294,52249,53534,55119,56555,58168,59229,60654,65613,61866,39704,
在建工程(万元),658,1162,1781,2007,1002,11243,9029,6800,4420,3370,2344,1983,1538,1149,846,1288,14332,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1485,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10019,10079,9597,9654,9711,9769,6720,6750,6791,6832,6874,6915,6957,6999,7167,7330,7484,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1505,1290,1303,1210,1314,1279,1202,1051,648,638,501,526,508,517,244,243,261,
其他非流动资产(万元),92,235,718,586,702,908,2582,1977,1262,571,--,72,241,160,--,--,--,
非流动资产合计(万元),78856,79140,80757,81963,83565,83029,79232,69552,67378,67253,66996,68387,69196,70202,74594,71571,64108,
资产总计(万元),196317,181019,176861,179100,184580,174393,172086,161716,155426,167440,169404,172197,130415,125240,127474,122640,110976,
短期借款(万元),21230,14160,19191,19677,14000,9600,12600,14400,12200,23558,27006,23978,29000,29000,25800,26400,23400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,20,75,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),5000,--,--,3100,5250,5750,8130,6830,5220,6990,6220,9020,8620,4000,6766,7623,4990,
