报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),67762,55449,58607,69229,37038,57923,25214,155481,16767,24486,23796,47406,18815,33478,18399,29917,21050,35262,4816,12423,4422,5626,4712,8945,5324,5721,7251,16523,16850,8431,15555,27018,23301,30666,35190,36197,41515,49252,43562,42356,44765,46224,40826,45473,48625,14148,15653,10769,4887,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),3870,1922,164,1424,1482,550,698,777,928,253,934,699,847,817,2578,477,3631,1341,467,1583,1582,726,1424,--,--,0,--,--,--,2441,--,0,--,925,203,266,--,289,--,1110,--,--,--,--,--,0,641,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),15686,10229,21797,15593,12617,11777,7042,6726,4995,6398,5068,8747,11481,12865,5107,11238,7281,10038,3214,5437,5031,3281,3399,3197,2079,1680,2134,3317,3347,1709,947,1042,280,134,131,514,555,262,823,533,444,826,709,1284,197,347,373,5,--,
应收账款(万元),76056,91781,78012,55710,78600,75646,66742,44105,57888,53720,47599,32294,57304,54038,51796,29657,46372,42987,26618,15903,20661,20275,20431,14278,14075,11636,11010,6850,9779,11102,10749,6165,8354,8867,9307,3850,5348,5840,3945,2019,8796,8989,7917,5271,6791,7492,3960,1299,1715,
预付款项(万元),36489,24805,25336,16824,26566,9418,14543,7711,15205,7456,10193,5940,8664,5293,9374,3100,8067,5836,7388,5790,4933,2876,3862,5556,10378,2838,4688,5145,17854,20383,17369,14592,14570,13205,10835,7110,8271,4616,3336,1527,4103,6966,9004,4106,9297,6909,7902,1275,1098,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),--,1028,457,917,894,811,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),13811,7782,4399,4014,3868,4620,4592,4979,4368,5240,4531,5689,5058,4044,3152,4470,1959,3413,3700,1360,2293,2115,1656,3164,1766,3033,2564,2198,4234,1458,1623,1899,2183,2470,2184,1041,1419,1401,1039,2340,1607,540,638,951,951,439,899,4334,3260,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),108626,96574,89064,91911,83861,62949,78378,71164,46176,37748,41246,43539,48327,54569,53835,55587,55559,42959,28957,28755,36055,35159,34554,36450,29300,31904,31361,24777,28891,32424,29440,31356,23614,16826,25931,20791,16835,9357,7671,7995,23329,19676,29784,23940,24185,21628,16413,8427,5046,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,
