报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),36377,27096,29456,38171,45154,26143,13043,12193,18970,21290,27432,17823,15286,21661,22392,29718,36206,13857,14328,10037,13697,15024,11978,23095,36678,32443,32005,37815,35164,29578,40068,7092,4526,3251,1365,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,11,2,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),993,1068,382,1165,1900,2207,1380,225,2545,2392,1457,376,2099,1688,1889,1624,1065,151,806,1607,1419,1219,922,1280,1439,552,1198,1039,610,71,1091,376,60,--,0,
应收账款(万元),11557,10229,6234,6519,5145,6277,4818,5374,7415,7769,7616,5480,9458,6825,6619,4089,3504,1870,3538,1682,1882,613,908,508,1000,849,1639,1427,1541,1784,1424,818,1487,354,694,
预付款项(万元),4991,2022,1185,5028,182,328,291,145,195,92,427,203,244,94,1970,1321,1540,421,327,159,349,215,418,454,571,296,1066,786,954,384,797,575,253,1368,349,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),56,24,--,351,378,210,247,228,148,142,136,134,120,56,202,390,224,249,113,338,334,226,18,697,576,513,336,594,415,288,89,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,
