报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),120721,114594,112722,112960,88534,86956,80439,81401,74286,65577,58752,63616,47890,43626,43775,50092,84403,70490,81699,86671,114102,133492,138827,149283,171379,176678,3802,8448,10601,5634,1884,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),57817,55307,35889,33419,26422,21910,17065,15425,16699,17621,16022,13616,12273,19178,17930,20186,12362,14340,15058,22390,19821,11596,12427,15429,13905,12419,13356,7953,5916,4422,1462,
应收账款(万元),61946,43731,56710,50435,47926,34970,34067,28614,27072,23183,23499,24051,23780,19809,23472,24395,26264,23766,26263,27387,25611,22760,15116,14298,14316,13337,8719,9802,7480,4050,3506,
预付款项(万元),19486,14056,13706,2664,13281,6072,7271,6539,4240,2535,4655,9259,5627,2897,29922,29730,27211,20220,28031,22721,21033,9290,28066,21583,16720,11310,11341,17596,14685,7659,1280,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),714,640,423,441,252,496,1135,647,566,397,579,345,304,137,265,207,233,412,722,468,905,302,1539,862,1939,796,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),978,577,994,646,1198,758,1116,654,550,12351,688,668,701,710,604,1074,888,544,550,493,300,414,79,77,84,163,646,206,115,124,1966,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),85808,82084,71228,71126,63954,59038,55723,51557,50152,43557,47713,47758,46723,45860,46891,45366,42909,41709,42353,38636,35009,33273,26629,24616,23664,23053,17750,10852,6804,2861,3389,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9793,18466,37061,11203,21066,20488,58365,43232,37268,46420,14591,22026,27690,37498,23680,22024,10000,30950,28400,23400,13400,10400,10000,9000,--,--,--,--,--,--,--,
流动资产合计(万元),357263,329454,328733,282894,262632,230688,255180,228068,210834,211641,166499,181338,164988,169714,186540,193073,204271,202431,223077,222165,230180,221527,232683,235148,242008,237757,55616,54856,45602,24751,13486,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),33200,33200,13002,41502,28000,39000,16000,34000,30100,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4000,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,302655,--,275409,--,271444,--,217878,--,213089,--,191476,--,190594,--,157591,--,156457,--,149665,--,118390,--,106811,--,100303,--,31075,15052,--,--,
累计折旧(万元),--,96348,--,87276,--,77157,--,58867,--,51117,--,43813,--,36845,--,31279,--,25604,--,20172,--,15874,--,8524,--,4937,--,3255,2506,--,--,
固定资产净值(万元),--,206307,--,188134,--,194287,--,159011,--,161972,--,147663,--,153749,--,126311,--,130853,--,129493,--,102516,--,98288,--,95366,--,27820,12546,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),205907,206307,186764,188134,190938,194287,188294,159011,161227,161972,144338,147663,150813,153749,124746,126311,128883,130853,126821,129493,100577,102516,96753,98288,94381,95366,27329,27820,12546,8431,8021,
在建工程(万元),9505,6750,26392,24685,21334,18140,21553,51025,49824,46091,61688,59861,54655,45232,53987,42626,34050,28291,16873,14292,41751,41484,17981,6589,5739,1109,36184,30977,12546,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15826,8068,17275,236,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),28314,27192,27459,27658,27782,27994,26342,26471,26580,26565,26733,26863,26997,27178,24506,24674,22750,22907,14785,14871,14929,15012,6971,6978,6901,6925,6963,7001,7056,451,466,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),4727,4727,4815,4815,4815,4815,7575,7575,7119,88,88,88,115,88,58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1042,1064,585,603,622,640,658,660,672,689,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1556,1460,942,854,922,793,789,681,671,658,652,647,685,609,876,925,984,926,953,953,947,931,383,353,254,247,206,211,52,37,67,
其他非流动资产(万元),8736,5455,4668,3961,3305,3549,2272,2636,2059,2366,52002,30190,7153,9371,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),292987,286155,264627,292211,277719,289219,263484,282060,278252,258431,285501,265312,240417,236227,204173,194537,186667,182977,159432,159608,158276,159943,122088,112208,111274,103646,86508,74077,49475,9156,8553,
资产总计(万元),650250,615609,593360,575105,540351,519907,518664,510128,489087,470072,452000,446651,405405,405941,390713,387610,390937,385408,382508,381773,388456,381471,354770,347356,353282,341403,142124,128933,95076,33907,22040,
短期借款(万元),99974,91478,86398,85299,59106,56196,71195,73815,59347,48874,34000,29000,4000,4000,--,--,--,--,--,--,--,--,--,--,--,--,14000,9000,5000,--,600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),22556,19110,17732,16528,13347,11393,10090,7262,5850,5836,5017,5359,5131,4509,4153,3265,2628,2532,3065,2595,2059,3042,2231,1335,3092,4380,--,3600,3500,--,--,
应付账款(万元),40529,31807,27960,23775,31166,22453,19878,18824,17965,14272,17499,20239,20318,19558,15835,17290,14855,14206,14287,17241,17113,21948,15277,13363,13180,13108,6755,8824,9775,3468,1583,
预收账款(万元),12221,9667,10079,12699,8669,6668,6909,5899,5060,4071,4705,5377,4578,4407,4786,3810,4019,3876,4121,6082,8596,4026,3021,3908,5934,2778,3759,6446,5575,1871,817,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5801,10990,7090,6958,3956,6426,3647,3116,1891,4456,2584,2503,1663,4026,2549,2634,1705,3519,1824,2062,1431,2691,1804,1881,1035,1727,1147,812,628,863,369,
应交税费(万元),4535,3302,3343,2948,2212,1480,1596,1297,531,1604,1313,464,848,939,-699,6,946,1217,1774,1959,3051,2443,1000,2038,3336,1015,897,1100,-1814,1044,353,
应付利息(万元),242,156,204,359,181,247,287,121,179,172,63,56,5,1,--,--,--,--,--,--,--,--,--,--,--,--,63,46,24,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),334,243,1662,2068,1374,450,778,270,3095,369,272,236,323,203,249,208,749,289,1537,1077,3977,328,16,9,87,197,257,61,41,242,846,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),2320,2415,1634,1634,1538,1588,3179,3219,1838,1888,1291,1588,1087,1438,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),188512,169167,156101,152267,121549,106900,117560,113823,95756,81543,66744,64821,37953,39080,26874,27254,24903,25640,26607,31015,36227,34478,23348,22534,26664,23206,26878,29888,22729,7487,4568,
长期借款(万元),40059,40063,40069,40074,41045,40999,33097,30100,25687,20525,15791,15792,814,837,300,300,300,300,--,--,--,--,--,--,--,--,34206,26206,15816,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
