报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6180,10578,11995,12893,3531,5142,7600,7533,7320,3297,613,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),32,398,1857,1794,2000,1900,491,--,291,117,0,
应收账款(万元),24451,20336,16832,14584,18014,15507,12115,10396,5927,2131,942,
预付款项(万元),1213,675,319,250,119,254,55,836,3,11,16,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),1481,1338,1136,1921,1059,1145,1215,739,501,277,56,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25,27,27,30,15,8,12,1715,386,109,34,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,0,9,--,0,0,
其他流动资产(万元),12913,8825,7121,9816,1088,1117,3096,51,298,19,23,
流动资产合计(万元),46295,42176,39287,41288,25826,25072,24584,21278,14726,5960,1684,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),5306,4820,--,--,--,--,--,--,--,0,0,
固定资产原值(万元),--,11931,--,1151,--,815,793,--,--,--,--,
累计折旧(万元),--,741,--,471,--,374,306,--,--,--,--,
固定资产净值(万元),--,11190,--,680,--,441,487,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),11198,11190,16198,680,457,441,487,412,182,181,93,
在建工程(万元),--,--,--,15557,13610,13337,11913,6351,1080,60,7,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,
无形资产(万元),711,729,747,766,500,518,553,609,643,552,19,
开发支出(万元),354,321,290,251,--,--,--,--,--,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,0,0,
长期待摊费用(万元),68,67,60,55,40,33,10,1,23,17,17,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
