报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),2871,4435,7089,4756,9915,10052,5542,10452,19004,31425,19926,15564,33243,37161,9242,6947,5827,8703,9519,6362,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,10,225,45,--,--,--,--,--,--,--,
应收账款(万元),3900,4598,4413,3089,1559,1191,515,--,312,289,549,244,244,181,199,83,87,107,206,169,
预付款项(万元),642,786,468,1971,2065,2721,1338,1579,2292,2170,2131,2210,2218,2419,2505,2856,2160,1894,1259,1619,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),192,--,239,--,--,--,36,--,--,--,25,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,376,
其他应收款(万元),94,140,125,117,87,22,26,140,166,125,68,137,89,109,75,90,94,272,222,963,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),3141,3031,2987,3000,2891,2493,2305,1490,1449,1667,1824,1844,1903,2007,1619,1519,1024,1204,1045,737,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),35058,35060,32546,33770,27255,30072,35214,27033,20019,8518,17127,18012,9,15,11,68,543,69,19,560,
流动资产合计(万元),45898,48050,47867,46703,43773,46551,44976,40695,43242,44193,41659,38235,37753,41892,13650,11562,9735,12249,12270,10785,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,876,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2557,2642,2730,2906,2997,3040,3135,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),32951,--,32916,--,32428,--,32206,--,32436,--,32423,--,32237,--,32150,32147,32127,31983,--,--,
累计折旧(万元),11607,--,10504,--,9413,--,8343,--,7510,--,6431,--,5325,--,4242,3697,3152,2065,--,--,
固定资产净值(万元),21344,--,22412,--,23016,--,23863,--,24926,--,25992,--,26912,--,27908,28450,28975,29918,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),21344,21867,22412,22886,23016,23543,23863,24314,24926,25440,25992,26458,26912,27378,27908,28450,28975,29918,767,921,
在建工程(万元),2407,2346,2153,1060,781,759,903,534,450,247,168,3,--,--,--,--,--,--,21002,13062,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1812,1825,1838,1851,1864,1877,1890,1903,1916,1928,1941,1954,1967,1981,1985,1998,2010,2036,2087,2138,
开发支出(万元),143,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),210,305,311,342,346,179,179,--,--,--,--,--,--,--,--,--,--,--,--,9,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1077,1188,1002,983,595,334,188,16,36,26,32,27,38,23,16,15,19,35,42,37,
其他非流动资产(万元),1655,1612,209,780,889,944,833,4339,644,497,93,115,55,--,--,0,--,19,637,907,
非流动资产合计(万元),31206,31792,30656,30809,30488,30677,30992,31106,27972,28138,28227,28557,28972,29381,29909,30463,31004,32007,24535,17951,
资产总计(万元),77104,79842,78523,77511,74260,77228,75968,71801,71214,72331,69886,66792,66725,71274,43559,42025,40740,44256,36805,28736,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,--,--,2000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),590,468,678,377,494,389,581,233,592,528,870,770,982,1756,2558,2754,3380,4414,1698,1491,
预收账款(万元),165,153,142,211,174,226,874,168,4294,4716,3621,3659,3645,4076,4519,4771,5273,4286,3418,3494,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),537,520,951,453,465,422,907,401,409,506,719,347,422,539,894,398,381,690,650,596,
应交税费(万元),604,1645,1639,1391,963,1238,1100,972,723,1060,824,596,617,613,535,464,430,858,654,803,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,5,5,--,--,--,
应付股利(万元),--,--,--,455,455,--,--,--,--,--,--,--,1181,--,--,--,--,--,6000,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),8262,9039,7779,7674,5650,3790,2692,1914,1017,1081,971,950,866,1598,997,1526,1416,1657,493,628,
