报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),506033,679404,917491,1406893,1824740,2017159,1919022,1884831,2204723,2341776,1969724,2123610,2020457,2073374,1956254,2309858,2126302,2389602,2027161,1994487,2112207,2138381,1919175,1962007,2031188,1776725,1698509,1821937,1565785,1573965,1368745,1350346,1373550,1137102,646354,321931,231573,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,10000,--,0,--,--,--,--,474,429,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),249,233,104,226,684,601,321,700,2838,2467,300,208,155,658,707,1093,4117,2018,4160,3334,1558,5911,3779,4268,3686,1589,11204,2749,2918,2787,1975,1276,3746,2197,1776,61,1444,
应收账款(万元),78162,87888,113636,114268,124458,157761,138560,163322,135493,177224,78406,93262,68931,97607,65396,69843,60485,84182,126286,93183,97843,127660,124283,115234,139472,175080,87116,96732,99936,84744,95645,95124,134847,214793,144741,43322,60888,
预付款项(万元),131334,111720,148433,204023,507968,458252,610066,586984,440651,474002,561589,384938,405025,387281,495636,282694,431651,404958,420814,413581,627506,486049,524160,409865,537661,451567,639596,432329,567879,451841,505519,437280,421076,439753,263840,137637,103038,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),--,332267,720706,728188,765973,800224,885466,869281,776817,774376,685315,601956,558223,567637,593120,586212,582431,568572,486687,489337,473799,479304,458198,381971,377991,366115,462630,419561,392205,374059,231328,316251,178278,117981,74768,63494,123547,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),364375,341349,584347,734237,745884,822957,863962,1012572,1267822,1189806,1000985,1083419,1038051,1010699,726462,992781,886698,1023946,1183700,1147005,1115442,1027729,1013295,1115060,973335,1131519,1021979,1162102,1013046,1017783,813165,803498,622632,638427,363725,396793,171913,
