报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),30206,25198,28067,31816,31845,26342,25946,27474,25140,27319,29170,29620,25980,22596,30871,23347,27728,35836,17060,19965,18437,22399,36724,40588,38600,43621,50916,11183,8804,8909,5707,3521,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
交易性金融资产(万元),--,0,391,391,--,--,1944,1944,90,90,--,--,--,62,365,365,900,0,0,148,52,0,0,0,0,0,15,9,--,--,--,--,
衍生金融资产(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7305,10387,7995,8844,11051,7814,7173,8520,8703,9557,5943,4869,4447,4912,4261,3587,4072,4041,3687,4227,4707,3925,3543,3845,2217,1511,1853,2889,4087,2421,2456,1639,
应收账款(万元),49906,47687,42154,47978,47751,70798,59258,58889,59640,58281,51760,48961,41350,37526,33202,29693,29508,30136,28779,27894,24276,24096,22622,24284,20809,18843,15632,15243,18693,17611,12358,8351,
预付款项(万元),635,481,469,263,516,399,343,431,481,1554,406,263,5943,3723,1421,647,11975,5352,1689,151,3556,2520,3781,1307,3625,1561,126,409,451,228,1101,624,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
应收利息(万元),--,--,--,0,--,6,5,--,23,21,8,--,56,66,47,43,15,38,1144,889,678,419,547,564,450,220,--,--,--,--,--,--,
应收股利(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
其他应收款(万元),6028,4898,2958,3362,3891,2854,804,2036,1495,3089,1953,2215,2231,1738,1459,1370,1524,1857,1882,2304,2018,2316,1374,985,1308,825,800,1194,983,788,431,121,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
存货(万元),20642,22402,21401,20310,18925,26009,25959,21364,19274,17596,17601,16634,14938,14267,13157,8221,13115,13651,13900,9453,11181,9762,8995,8275,9579,9170,8766,8506,8340,7777,5319,3401,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,0,541,644,505,508,446,449,430,546,338,3208,190,240,40,108,131,199,18,55,72,98,0,55,74,108,94,77,64,60,
其他流动资产(万元),3155,3070,2978,2649,3672,3930,2848,2740,2696,1638,1388,1680,409,320,280,1320,0,-27,15057,15000,--,0,0,0,26,0,--,--,--,--,--,--,
流动资产合计(万元),117876,114123,106414,115614,118192,138796,124787,123906,117988,119595,108659,104789,95693,88417,85254,68833,88876,90992,83329,80230,64925,65492,77656,79946,76616,75806,78182,39540,41452,37810,27437,17716,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
可供出售金融资产(万元),4965,3865,3865,3865,4529,4529,4054,4052,3362,2311,2291,2291,2333,2213,2213,1213,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,15000,15000,0,0,0,0,--,--,--,--,--,--,
长期应收款(万元),500,600,100,100,100,1800,1800,1828,1700,309,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
长期股权投资(万元),14850,14883,14769,14581,11350,1490,2250,1912,2005,2016,2350,2369,3140,2690,2631,2565,5599,4366,4370,2324,1703,1283,793,300,300,300,300,300,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
固定资产原值(万元),--,68908,--,67875,--,81237,--,76094,--,55425,--,51404,--,49448,--,40751,--,6212,--,5500,--,4665,--,4418,--,4016,--,3928,3564,3222,--,--,
累计折旧(万元),--,11295,--,10528,--,12474,--,10308,--,8720,--,7285,--,6265,--,3356,--,2895,--,2530,--,2244,--,1957,--,1710,--,1429,1141,873,--,--,
固定资产净值(万元),--,57613,--,57347,--,68762,--,65786,--,46705,--,44119,--,43183,--,37395,--,3317,--,2969,--,2421,--,2461,--,2306,--,2499,2423,2349,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),54362,57613,56814,57347,57960,68762,68939,65786,46660,46705,47183,44119,43045,43183,43514,37395,3446,3317,3225,2969,2757,2421,2448,2461,2260,2306,2377,2499,2423,2349,1532,694,
在建工程(万元),1733,1730,1688,1688,1936,1916,2512,6369,12183,7772,6521,7536,1335,1311,1295,784,12220,12286,11845,11849,9641,9576,7253,7243,2101,1736,156,39,16,--,--,--,
工程物资(万元),--,--,--,0,--,--,--,--,215,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,0,--,--,--,--,0,1,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
无形资产(万元),2879,3026,3173,3314,3468,4122,4393,4450,1624,1679,1739,1799,1678,1735,1792,1447,1369,1418,1405,1449,1475,1384,1334,1332,1206,1192,1201,1109,1144,1098,15,17,
开发支出(万元),--,--,--,0,--,--,--,--,0,0,--,--,80,80,80,78,216,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
商誉(万元),883,883,883,883,883,11774,11774,11774,13881,13881,14149,14149,14480,14526,14466,1045,1045,1045,1045,1045,1077,20,20,20,20,20,--,20,20,20,20,--,
长期待摊费用(万元),2158,2304,1941,2073,1591,1762,1698,1606,1859,2012,2191,2187,2259,2070,2040,889,549,371,380,315,460,284,217,78,78,78,87,78,104,116,136,195,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3609,3269,3068,2891,2390,2911,2828,2706,2668,2702,2872,2762,2592,2495,2195,1653,1161,833,783,679,533,353,325,333,245,258,181,211,154,103,44,12,
其他非流动资产(万元),2135,2124,2478,2436,2256,2479,2548,2984,4917,4537,4139,4014,94,94,94,283,2688,2393,2401,2505,--,0,0,0,0,0,--,--,--,--,--,--,
非流动资产合计(万元),88074,90297,88778,89177,86464,101547,102796,103467,91073,83923,83435,81226,71036,70395,70320,47352,28293,26029,25455,23135,32645,30321,12389,11766,6210,5889,4303,4256,3860,3685,1747,918,
资产总计(万元),205950,204420,195192,204791,204656,240342,227583,227373,209061,203518,192094,186014,166730,158813,155574,116185,117169,117021,108784,103365,97569,95812,90046,91712,82825,81695,82485,43796,45313,41495,29184,18634,
短期借款(万元),27322,29262,25316,24455,28828,38532,39050,42550,35440,33440,30940,29940,24100,25344,24346,13339,5856,4000,6000,6000,2574,2574,574,574,0,0,2000,1641,3500,4000,2198,1324,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,0,--,--,--,--,217,258,119,169,19,--,--,--,--,0,28,0,--,0,0,0,9,28,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,0,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,32529,36998,33456,26156,26080,23216,18415,18206,22799,14905,12611,10420,11468,9703,8364,10077,10786,8633,6470,5997,7343,4605,5658,5140,2812,5273,7901,7098,6004,1822,1758,
应付账款(万元),--,43709,40864,46478,48460,60539,49869,50307,40979,35884,36625,35074,30222,25678,23570,19346,19657,20235,21133,18334,13942,12680,12797,13366,9211,9653,4746,7025,11820,12477,9442,6092,
预收账款(万元),1872,1918,1524,1165,1524,1623,1717,1444,1384,1217,837,887,662,792,1012,1116,1717,1225,1306,816,1217,1181,696,693,1,1,646,593,743,408,208,170,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,--,
