报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),173861,172955,186046,208113,220576,238569,236202,214353,187820,220910,230919,174045,166081,170027,199813,147514,113427,103636,112229,155972,122097,89562,89986,96727,80596,78690,132600,105252,90759,113570,59688,122322,99145,130471,37688,51331,49033,37444,40591,36253,27649,30917,29391,36688,31596,35456,32190,33131,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,32,8,8,45,--,--,94,--,--,--,--,--,--,--,--,--,0,0,5,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),103667,103594,89721,92202,96216,108498,89127,97715,106992,88796,87316,77286,77917,81957,59945,42728,33582,30539,22650,26016,12385,9780,9613,12508,13559,18642,15229,18118,16103,5917,8302,11941,11302,9009,4163,5768,3049,3267,3697,3766,3860,7587,4454,2845,2091,1607,2089,4230,
应收账款(万元),325910,290126,281549,265936,285559,330048,308572,299002,311805,300808,281469,273499,300341,284299,279782,182379,210078,190964,177470,170136,172878,85893,78825,74539,84619,84341,76115,76226,80951,79257,71696,51200,54549,55874,51349,43370,44246,44411,32278,30908,33908,33159,26924,23632,22752,24146,22716,17859,
预付款项(万元),21296,31978,15971,25096,19087,29803,13758,19651,17976,32171,17129,16291,19469,36301,15566,14171,10399,12949,9607,9965,15301,19036,6471,10620,9738,10085,9225,16678,13058,18669,13911,17839,20372,25666,18706,25560,17931,14234,10189,10957,6020,12979,7833,9471,3924,6280,4146,6506,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
