报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
货币资金(万元),31011,42767,39132,39888,34326,53944,24432,19373,25669,31237,21718,23272,35272,40651,42953,42820,40113,45355,42775,47268,38420,43422,56463,56318,64448,65817,62285,64825,67196,15808,9923,11847,14503,6627,13445,9768,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,500,300,--,--,--,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收票据(万元),4507,11798,5807,5299,3425,5725,3818,2520,2454,2500,1992,2145,2202,2940,2610,2924,2356,2772,2340,1953,1924,1651,1243,2365,1090,2072,293,541,144,518,288,358,294,202,11,890,
应收账款(万元),55688,58928,64781,57909,57192,52352,48159,40180,38253,32225,36466,36185,30241,29624,30624,31626,27013,26440,27156,27749,25101,23066,20538,20892,18922,15016,23146,21384,18043,12307,15413,14038,11480,14619,10299,9485,
预付款项(万元),6231,4966,9376,8577,9633,11310,8621,9689,10151,11312,10175,9843,7823,6519,8135,7633,5615,5345,6103,7426,5650,3631,11783,13045,5981,5022,7304,6599,6961,6569,7371,6142,4341,4839,2929,2106,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,5,--,19,12,14,--,41,40,95,125,192,98,273,383,1,--,0,216,166,204,132,370,--,--,--,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他应收款(万元),5221,3729,3420,3274,3143,2865,5084,4404,2089,1884,2537,2507,2004,2174,5795,5426,2341,1903,2619,2423,2791,2238,2079,2163,2100,2027,1855,2387,2345,1731,1392,1335,723,1118,746,724,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
存货(万元),50597,42165,39543,44192,38688,31279,34738,32964,31877,32440,32655,28610,26228,24223,25594,23903,22885,22560,21008,20028,19752,19618,16668,16933,15125,15164,17278,17433,11385,7682,7776,5973,5182,5296,4255,5616,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),1788,1788,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他流动资产(万元),1163,1049,784,1599,758,634,12,1380,--,1574,22,--,--,--,--,--,--,--,2,--,--,0,--,--,--,--,19,11,--,--,0,0,0,0,0,0,
流动资产合计(万元),156206,167188,162844,160737,147169,158110,124883,110523,110505,113173,105606,102602,103865,106255,115902,114430,100595,104757,102002,106847,93639,93842,108942,111920,108299,105788,112182,113181,106073,44616,42164,39693,36523,32700,31685,28589,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),1298,1298,1298,1298,1298,1298,1498,1498,1498,1498,1598,1598,1598,1598,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期应收款(万元),111,111,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期股权投资(万元),1792,1792,1906,1906,1523,1523,824,806,824,835,3915,810,837,888,2519,2548,2535,2365,3635,3160,3131,3149,3190,3199,3216,3254,3028,1907,2830,2325,2266,2253,2799,2499,2538,1846,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产原值(万元),--,47191,--,44422,--,42381,--,38069,--,36513,--,28229,--,27878,--,20825,--,20407,--,18574,--,18353,--,13356,--,13203,--,11209,--,8852,0,7603,7417,0,0,0,
累计折旧(万元),--,16084,--,14527,--,13234,--,11934,--,10891,--,10207,--,9763,--,9632,--,9131,--,8475,--,8012,--,6588,--,6424,--,4208,--,3058,0,2862,2672,0,0,0,
固定资产净值(万元),--,31107,--,29895,--,29147,--,26136,--,25622,--,18021,--,18115,--,11193,--,11276,--,10100,--,10340,--,6768,--,6779,--,7001,--,5793,0,4741,4745,0,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产(万元),30582,31107,29748,29895,28676,29147,26702,26136,26203,25622,19065,18021,18314,18115,11302,11193,11187,11276,10147,10100,10286,10340,6662,6768,7131,6779,7045,7001,6207,5793,4926,4741,4745,4592,4648,3381,
在建工程(万元),1084,711,2261,1519,2617,2489,1386,1890,1667,1379,5226,4710,3998,3506,7649,8403,8442,6898,3396,3327,3309,3303,414,379,403,344,308,219,91,65,18,0,4,189,27,1,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
无形资产(万元),6875,7008,7153,7279,7309,7479,3794,3983,4159,4174,3876,3481,3575,3646,3407,3478,3562,3608,3089,3149,3045,3089,2098,1445,1471,1496,1532,1533,1547,1572,1439,1447,1489,1336,1454,757,
开发支出(万元),1869,1388,643,323,323,317,574,566,386,377,877,783,400,400,457,256,516,163,876,817,724,652,--,684,684,681,89,20,--,--,90,66,0,133,0,0,
