报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),108360,46087,41630,67739,89721,23651,36315,46472,74596,39296,26805,46191,53391,27061,33679,54293,59012,86421,16685,27043,35904,36235,19853,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1048,591,1934,2579,1661,230,4333,4584,234,500,1791,1826,815,975,1777,1257,333,251,297,817,265,80,298,
应收账款(万元),359082,330957,308085,239206,249826,236914,215253,191757,202662,192482,175733,164021,170426,161732,155745,131835,138171,134108,128714,111862,119103,96010,70307,
预付款项(万元),13847,15660,13733,12594,9012,12305,11267,12594,8094,7669,7449,7120,5895,5781,6615,5442,5461,8013,4758,5392,4255,3758,3775,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,1,420,194,4,5,55,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,265,--,--,--,--,--,--,--,111,--,--,--,291,--,--,135,--,--,--,--,70,
其他应收款(万元),--,16676,17201,16200,13268,15519,14957,13794,10885,11879,8830,8086,6162,5987,6217,6059,4503,5698,5630,5185,4599,3713,3113,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),56191,60155,66621,60292,56377,62964,53996,44757,43727,44888,43142,40404,41152,41104,37336,29009,30139,31482,28548,29437,29373,28605,26579,
