报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),47375,58524,52842,25721,24689,25250,23203,17164,20410,28437,30892,44955,43854,54482,28614,46568,48485,35208,61101,74396,82444,81634,61536,60083,61131,62439,62294,68095,67789,58684,53388,53048,51126,46012,41174,37352,35332,33150,27128,23682,22715,19680,18007,15278,9704,7250,10327,10614,11710,10316,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,--,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,--,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,7145,7941,9316,12910,16668,18703,--,0,50757,78969,41348,36739,16204,--,--,--,--,--,--,--,--,--,--,--,--,1552,1552,4245,3791,2999,1587,0,133,393,334,3161,164,269,432,2190,2212,434,--,5,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,--,0,0,0,--,0,
应收票据(万元),381,331,249,271,181,52,24,71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,30,--,75,65,0,--,60,--,10,50,0,--,0,
应收账款(万元),45168,41533,39705,24198,22358,18975,22228,20427,20622,18902,17673,17154,15349,16256,10419,10974,11522,11894,4943,5341,4812,5099,5900,5668,3780,4114,2676,2681,2715,2567,2104,2261,2264,2037,1589,1575,2258,2765,2412,3155,2444,2904,3467,3052,2008,3465,2298,3565,3447,3364,
预付款项(万元),10994,3197,8172,7501,4143,4062,6573,5625,2632,2504,25070,20351,5678,3204,4530,3877,2570,1482,1425,1259,1116,769,1543,887,2819,2170,4515,3771,3393,743,782,369,316,383,370,477,328,339,1558,1349,316,323,577,526,633,1145,1240,857,1513,1435,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,--,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,--,--,0,0,0,--,0,
