报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),138216,198087,233658,294221,169339,141110,195255,150197,136252,232813,139643,147691,133095,120569,152538,113185,130815,101951,78158,109739,139247,157810,196485,50564,24984,37922,33311,14718,5835,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),27369,11524,2897,3719,13094,15042,3722,2935,4749,2888,8070,8275,7237,10408,3105,4480,7826,5739,46721,35049,9102,11450,17573,307,20884,11011,119,39,2348,
应收账款(万元),231365,202532,228275,208049,246722,272617,248380,202965,203292,176956,196436,172869,163688,110159,145252,129074,122090,107660,108210,101309,102353,86783,74725,68830,63196,68141,42492,29016,33196,
预付款项(万元),26060,23673,32279,27441,27796,27100,33978,20939,22802,20154,29036,36703,28665,27754,17699,24171,20770,16725,15195,16380,17555,12102,18348,13965,15260,13637,5651,4314,3041,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,46,45,45,45,6,2,2,5,--,--,--,--,--,23,--,--,--,35,35,350,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6847,2626,25089,42482,12754,5449,7465,6880,6204,10309,5962,7430,11472,5365,3494,11986,1371,1050,1665,588,1006,856,1407,971,549,992,479,3775,4931,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),78911,76240,67483,66617,59170,52206,58506,59266,54718,57352,58366,67948,58517,63599,60417,54872,52368,51992,49982,47092,46642,49462,47297,55976,37427,31430,22002,13152,10503,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
