报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),172634,211699,316030,254515,188030,177813,198972,164724,279825,344012,188269,255931,220291,144634,130814,150028,142367,178253,133448,127646,153938,151892,183947,151962,169348,140789,148538,164306,148261,147373,181086,208715,171229,147448,123679,117714,117648,122709,124932,136972,126359,110037,111947,86730,98645,84772,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,--,--,--,--,--,--,--,227,66,117,162,409,44,--,0,--,0,0,0,--,0,0,--,--,--,0,--,30,73,
衍生金融资产(万元),--,163,--,--,--,119,--,--,155,159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),16535,16329,16222,13021,13639,9272,8679,7941,7398,9520,12622,13023,8180,10869,10288,17412,30290,19007,12619,18048,14556,24972,23461,34488,26204,31092,26664,18559,14093,20163,8304,12082,22985,21968,21032,19711,35973,36228,3488,4095,5328,7575,5233,12483,12083,5842,
应收账款(万元),130109,129816,142740,156218,120841,119357,115506,120927,112886,93041,103292,121752,117496,119770,85139,91834,90408,84904,81553,82089,97213,92909,83799,102762,92682,84927,82190,87449,81925,57449,61801,68262,53611,54552,72170,55775,58029,49309,54658,41614,42543,37676,31997,32999,24616,28655,
预付款项(万元),154887,59941,117733,151914,187403,89461,117109,201750,115579,95817,132649,138841,134977,150755,269028,323907,374356,369467,340290,356473,378279,344033,313791,281645,301324,283044,290917,285148,249000,219916,185833,176340,255854,173277,161287,168663,173065,154959,188448,240962,239925,190874,168672,139804,125966,116423,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
应收利息(万元),8579,6669,696,96,5017,4267,3611,2962,--,908,777,801,341,341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,472,472,472,742,472,472,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,--,--,--,0,--,3,0,
其他应收款(万元),323116,318523,175088,190354,201727,215370,214368,205640,266925,164969,62715,56467,53790,48428,28790,34667,19177,22773,26526,21712,30260,28419,16272,22310,24722,22838,23256,27331,26107,23439,23245,25949,20614,21431,19819,16703,16687,16774,18300,21693,23320,17326,11230,8001,15625,17151,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
存货(万元),190630,106694,318944,606650,656051,643277,563811,308142,247675,147352,108770,115957,114651,142619,132257,119788,209272,220256,206409,212500,142525,128841,141811,162735,200240,212169,136870,130300,244129,139642,140977,134480,135346,85174,113100,146833,156438,121074,211437,151829,136802,120520,74930,109850,57025,64032,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,6,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,--,--,--,0,--,--,0,
其他流动资产(万元),35483,31607,26194,29031,28988,26270,21134,22094,12950,62023,14532,14380,12733,111778,10843,12750,14695,15496,12785,11634,9733,7175,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,--,--,--,114,1173,1150,1484,
流动资产合计(万元),1031973,881442,1113647,1401799,1401697,1285206,1243190,1034181,1043398,917806,623626,717152,662930,729667,667632,751129,881080,910629,813630,830102,826504,778240,763081,755902,814747,774924,708552,713254,763924,608025,601247,625829,659639,503849,511086,525399,557840,501054,601262,597165,574278,484009,404122,391040,335143,318432,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,0,--,--,--,--,--,--,0,
可供出售金融资产(万元),17434,17474,17568,9644,9794,9803,9731,9731,9801,10033,9968,20143,10572,10410,10574,1053,1061,3347,4867,9874,12107,13080,20301,21883,24161,24074,36148,45660,54678,52615,53387,55009,85594,91705,84083,88226,77170,64816,106584,91774,99556,210839,239,161,0,582,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,0,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,--,--,0,--,0,0,
长期股权投资(万元),258630,261280,273742,24551,24745,25021,25723,25862,60956,21312,21663,21682,21698,21726,21839,31007,31045,31051,31073,31117,31171,31168,30953,31019,22130,22179,32223,23230,23210,26828,12918,14188,14230,14195,14180,14316,14244,14267,14504,14506,14363,14371,19594,19423,19522,19287,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),47597,47957,44963,45250,43478,34192,9792,9881,9969,10058,10146,10235,10323,10267,8059,8125,8191,8256,8479,8544,8614,8683,8753,8824,8909,8968,9053,9125,9184,9256,9328,9400,9472,8754,8818,8869,8933,8996,9060,9089,8767,8813,0,--,0,9060,
固定资产原值(万元),--,397376,--,341521,--,332015,--,343076,--,322825,--,323517,--,325862,--,307016,--,294843,--,289769,--,288550,--,285102,--,269550,--,257839,--,247704,--,236064,--,233107,0,223485,--,205559,--,179124,--,175792,--,148568,--,128042,
累计折旧(万元),--,147708,--,142436,--,136737,--,139254,--,128371,--,127253,--,124095,--,120790,--,116126,--,112366,--,106732,--,102711,--,96852,--,92309,--,86641,--,83601,--,80178,0,75459,--,71709,--,68926,--,65521,--,57195,--,53420,
