报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),27231,35040,23068,43197,33141,35164,50503,24570,21099,46379,20960,31753,47121,48640,30817,33929,43185,68224,43232,52452,72376,96918,61860,81629,133582,160879,130569,131455,146048,207656,7619,16783,11431,14264,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),11414,16104,10364,12115,14506,19936,15502,12998,8986,11202,7275,6821,7433,9790,3161,4630,5998,9314,3231,2872,2293,4908,6585,4585,1729,3843,1677,845,393,482,97,3573,729,754,
应收账款(万元),261138,267570,282564,271561,267475,270668,293515,288146,275322,278205,278457,263402,247669,249045,244586,239008,219353,214776,205540,199115,172958,158286,143113,143331,106741,102589,99871,99259,96863,88150,90351,77993,72889,61612,
预付款项(万元),5947,6130,6882,6584,6625,5349,9805,9966,8925,8157,13815,12182,9862,8727,11141,9043,8816,7499,8912,6097,10607,10604,15458,12459,8257,7390,5488,1572,2298,1388,2171,2398,2887,3595,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),1,1,1,1,1,1,0,0,0,0,--,10,1116,1016,923,830,737,738,587,531,769,590,613,477,534,691,989,949,789,--,0,0,0,0,
应收股利(万元),4988,4988,4988,4988,--,--,--,--,--,--,2477,--,--,--,3356,4795,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),6730,6449,7529,8228,8208,7144,7838,7606,7921,6584,7511,6815,5179,4797,7142,7388,7207,5816,6792,6840,6628,5360,8335,7719,6176,4137,4923,5519,4736,3594,3917,3116,3744,3390,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),79223,72064,88776,90146,86391,70841,79121,80858,78561,75070,87276,78382,75607,72505,85221,78588,77477,71177,81036,68823,68940,66697,84181,66016,48766,43789,55323,44964,41557,34563,35010,29619,40847,32769,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),278,379,486,466,487,172,244,391,58,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),396950,408725,424658,437287,416834,409274,456529,424535,400872,425611,417770,399365,393987,394519,386348,378211,362773,377545,349328,336730,334572,343363,320145,316217,305786,323318,298840,284563,292684,335833,139165,133482,132526,116384,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),200,200,200,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),21120,20783,23098,21431,26505,23913,21991,20050,20600,16505,7182,8597,8846,8575,7090,6962,11383,10564,8373,6265,5084,5177,1977,1941,1976,--,--,--,--,--,0,0,32,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,102257,--,96680,--,94825,--,89311,--,84062,--,76989,--,52460,--,49842,--,48600,--,46689,--,45706,--,37047,--,29425,--,25058,--,24605,23972,23865,0,0,
累计折旧(万元),--,38848,--,35148,--,31364,--,28903,--,25621,--,23327,--,23379,--,21341,--,19840,--,18483,--,16766,--,16484,--,14443,--,13689,--,12782,12202,11269,0,0,
固定资产净值(万元),--,63409,--,61532,--,63461,--,60407,--,58441,--,53662,--,29082,--,28501,--,28761,--,28205,--,28940,--,20562,--,14982,--,11370,--,11822,11770,12597,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),61572,63409,62705,61532,62193,63461,59590,60407,57969,58441,53888,53662,40226,29082,28600,28501,28242,28761,28035,28205,28694,28940,25353,20562,15406,14982,11446,11370,11517,11822,11770,12597,13984,11741,
在建工程(万元),852,809,1875,1430,1581,1155,2448,1811,5485,4448,6380,5878,13319,21794,12325,9019,6504,3819,1367,294,297,90,767,3734,2598,255,2155,1597,1403,872,517,273,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
