报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),68362,21182,31325,57542,33146,31605,34991,57015,32301,32962,22359,30732,29890,25690,69753,47667,104931,35062,--,20275,42660,16822,15126,25321,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,466,--,--,--,--,--,--,--,--,--,--,--,95,0,--,719,--,1164,314,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3850,6620,5565,1888,2425,3866,5873,6526,8763,8729,7507,7488,5821,6268,5967,4717,3889,3949,--,1908,2660,1373,846,615,
应收账款(万元),104685,102516,97510,96730,91009,95249,90420,92065,107311,95613,114631,119452,103651,119906,115017,103299,108639,96703,--,88908,80265,77081,42414,43217,
预付款项(万元),4450,5464,1780,3081,2533,2811,3454,1620,2328,1462,2160,1552,4197,3123,3820,3739,6743,1884,--,3463,1561,2247,2916,2411,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),746,696,460,447,159,408,118,372,319,458,502,345,933,498,--,--,--,--,--,--,117,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6598,7397,7802,7366,8220,7808,7578,4910,2757,2204,2039,2243,2715,2554,4174,2664,6996,1642,--,1853,2042,1809,1167,4076,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
