报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),897,2685,1962,1536,1822,1022,680,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),2532,2346,2053,2690,1744,2147,1093,
应收账款(万元),3590,4853,3055,3228,2422,3003,2527,
预付款项(万元),642,461,425,445,187,260,139,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),225,206,240,348,153,59,36,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),2943,2571,2487,1616,1665,1939,1226,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),12673,9182,11179,11542,10463,4302,1600,
流动资产合计(万元),23502,22305,21400,21405,18455,12732,7302,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),2243,2090,1873,--,--,--,--,
累计折旧(万元),495,427,303,--,--,--,--,
固定资产净值(万元),1748,1663,1570,--,--,--,--,
固定资产减值准备(万元),10,10,--,--,--,--,--,
固定资产(万元),1738,1653,1570,555,647,782,666,
在建工程(万元),--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),774,706,15,10,13,19,3,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),142,142,142,--,--,--,--,
长期待摊费用(万元),187,215,220,69,33,138,156,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),27,30,19,18,50,17,12,
其他非流动资产(万元),--,--,670,--,--,--,--,
非流动资产合计(万元),2867,2746,2637,652,743,956,836,
资产总计(万元),26369,25051,24037,22057,19198,13689,8138,
短期借款(万元),300,300,300,--,--,300,5,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
