报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),191128,195218,188864,293167,283395,205728,145545,142209,169687,127322,82202,105280,79545,78791,47992,51239,55332,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13715,11953,11042,12704,7851,7180,5693,5022,6777,4705,4438,3834,4188,1783,2792,1407,576,
应收账款(万元),98402,107937,100547,82083,84502,84715,76636,60153,59695,63939,65265,60708,60939,64267,60097,64410,48003,
预付款项(万元),5629,5221,4634,5097,10303,4228,6010,2693,2313,2609,3569,2621,5173,6585,4035,3635,2693,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),891,869,1430,1660,1120,428,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2121,991,1410,799,1876,1244,641,943,268,530,3044,688,395,3201,317,148,304,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),66871,72934,71466,57173,55331,49215,36639,33599,36512,35855,41627,39577,41549,42894,49711,39465,33792,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3357,5566,3873,20349,32750,56353,92000,37000,48400,35400,70400,61300,--,--,--,--,--,
流动资产合计(万元),382114,400688,383267,473031,477126,409091,363163,281618,323651,270359,270546,274008,191789,197520,164944,160303,140700,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1219,1269,1311,1347,2014,1754,1746,1841,1900,1929,2000,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,136628,--,130954,--,126777,--,131779,--,130430,--,128523,--,126400,122401,--,--,
累计折旧(万元),--,56510,--,52784,--,48802,--,54020,--,49307,--,46492,--,43339,36527,--,--,
固定资产净值(万元),--,80118,--,78170,--,77975,--,77759,--,81123,--,82031,--,83061,85874,--,--,
固定资产减值准备(万元),--,29,--,36,--,38,--,71,--,71,--,96,--,96,113,--,--,
固定资产(万元),80086,80089,78425,78134,77801,77936,76426,77688,80090,81052,82033,81934,83050,82964,85761,80537,38801,
在建工程(万元),16981,13910,9173,4307,1401,681,1841,1463,924,541,866,1238,1308,582,1188,864,14971,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),15887,15999,16006,16106,16206,16305,16405,16505,16605,16705,16742,16838,16934,17030,17415,17800,18184,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
