报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),57264,69309,85933,70199,54188,64135,70795,74112,110096,125904,44025,61321,33983,32112,28064,36790,33480,30516,66899,57274,59282,20563,33393,32644,63202,74766,53282,62423,10771,11503,12700,16194,10949,17707,12745,16300,5269,4832,13215,9039,2496,3747,5791,2750,7599,4531,9054,5313,2738,8036,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,2,4,0,--,--,--,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收票据(万元),1027,1217,18078,20181,17286,1898,--,93,--,712,266,13318,33373,33760,33373,341,22388,25782,25502,25319,29097,26552,22587,21020,25160,21665,17892,19777,22994,28490,6665,2793,603,1539,5725,1801,5853,7073,6638,3696,5176,3641,5600,2367,2691,4847,4912,5845,6520,4380,
应收账款(万元),142902,116715,135512,151003,88393,108621,95174,66385,49868,43678,38527,37114,36802,10404,50434,26701,2588,2131,4023,4215,4286,4194,6484,6103,6248,5002,4682,4594,5095,3097,7753,6558,2550,1995,2550,1919,2441,1680,1464,2782,2537,1781,3458,4480,3898,1665,3575,3002,3909,3008,
预付款项(万元),21111,39140,82819,86259,92448,70891,61017,53588,62526,60799,49590,39613,50481,54373,20099,5717,2194,1152,1697,1961,5257,2079,4100,2434,6200,7844,15165,20817,28890,17410,8972,9609,7512,2546,2374,2462,1434,959,1548,1161,1488,3018,2374,3414,4367,3549,1664,603,2061,759,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收利息(万元),2701,2401,--,1464,1067,995,806,654,339,427,148,417,202,202,--,--,26,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,4,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,2013,--,0,--,--,--,0,
其他应收款(万元),--,12605,3923,1939,1607,1676,5129,1675,1863,1546,3226,716,587,1229,1226,17382,253,108,182,344,111,148,90,70,383,654,449,917,598,632,619,1780,479,306,272,467,322,204,1104,1294,1649,1278,1459,1300,1466,1233,1692,1562,1646,1401,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
存货(万元),27674,35314,14723,13801,27484,19763,7956,16552,11813,14487,5160,3190,2701,2216,7133,6549,29384,26761,28676,27823,28334,34434,39331,46541,45565,40211,41425,35642,34713,37695,30914,36545,37927,29151,22055,25841,24386,25727,24418,24001,25345,28299,29156,36765,40153,33852,17515,16389,14114,17800,
