报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),112054,96906,117855,91875,121848,97250,113496,107764,126072,112493,113570,118564,194501,44707,40925,30387,20205,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),36634,34055,35198,23979,24695,19328,20455,21985,17495,30225,34209,31492,29436,18067,21318,13328,8310,
应收账款(万元),208653,215916,208745,214336,194560,196242,196634,201319,194429,167994,158140,138294,127156,126950,85103,68203,42727,
预付款项(万元),4602,8429,4057,2585,2766,4065,920,2002,1586,2401,1641,4955,2621,1647,1217,609,1823,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3140,6075,4391,6647,5483,5458,4983,5362,6976,6753,6529,6695,6864,5808,5165,1771,1334,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),69581,54597,45007,51342,49922,50330,38507,48635,47999,47848,42148,59912,49671,40084,37886,22816,16719,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),766,423,302,810,916,342,378,486,656,656,570,579,574,783,600,233,119,
其他流动资产(万元),15058,11260,9411,6575,4728,4040,2421,1443,1646,159,298,106,107,114,--,--,--,
流动资产合计(万元),450489,427662,424967,398149,404917,377055,377793,388996,396857,368529,357105,360596,410932,238159,192214,137345,91236,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),14000,14000,14000,14000,14000,12000,12000,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),181180,--,161022,--,139917,--,133406,--,126545,--,123923,--,113538,106844,92258,--,--,
累计折旧(万元),69711,--,62207,--,59186,--,53255,--,46736,--,41471,--,37640,31558,21301,--,--,
固定资产净值(万元),111468,--,98815,--,80731,--,80151,--,79809,--,82452,--,75898,75286,70957,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),111468,101611,98815,86227,80731,79207,80151,79084,79809,82927,82452,74967,75898,75286,70957,48623,27982,
在建工程(万元),5317,4282,2330,7348,6911,6311,6301,5564,4954,4330,3039,3759,2155,1685,1737,2644,2676,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),5346,5051,5352,5390,5453,5440,5504,4810,4859,4877,4948,3316,3305,3345,3387,3415,3388,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,712,712,712,712,712,712,712,712,712,712,712,712,712,--,
长期待摊费用(万元),222,301,332,493,574,689,706,444,538,578,610,507,530,573,330,61,37,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5990,5486,5854,5356,5285,4949,4790,6207,5621,5324,5217,4104,4070,3748,2513,1710,1265,
