报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),248700,227125,262676,256533,300176,274042,259647,238750,208588,196973,178834,215464,194017,157348,193529,182329,167038,145934,94918,91979,97183,111496,125824,100735,140137,138888,180471,194421,37954,59010,85216,125160,152618,156492,144206,137577,128764,129164,122999,113236,101202,136104,127906,121202,109050,122058,117448,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
应收票据(万元),402,7067,5807,2003,3092,--,--,--,365,493,3647,350,550,3582,3744,2828,1422,4300,1577,200,200,200,--,--,2986,--,3151,1688,--,--,2383,5061,3871,5889,6039,3391,8386,7777,5591,--,0,4873,4873,--,--,1314,2263,
应收账款(万元),65180,61316,38417,58702,55849,52489,31088,55721,48893,51074,31271,56136,57053,55092,39318,54401,48035,49311,33740,41450,40145,40336,29129,34747,36688,37247,23834,37203,37913,35494,24642,35081,33522,30791,26378,28512,24026,25500,19809,30381,30389,21443,16441,23402,18477,17993,11873,
预付款项(万元),89,76,70,63,109,133,143,114,304,241,237,311,542,295,363,215,251,327,362,147,184,162,152,117,161,137,132,172,397,280,143,260,281,475,458,327,1108,455,431,1805,1378,1253,928,899,717,325,284,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,0,
应收利息(万元),2254,1411,2291,1626,2239,1688,1552,1001,1126,642,700,590,1058,778,898,740,1208,834,528,1998,1469,1142,769,607,506,444,492,159,32,179,583,939,1266,1319,1562,1104,913,1502,1836,319,295,1150,993,914,1249,517,991,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,10,--,--,--,50,30,30,30,30,--,116,116,116,116,116,116,116,--,0,--,--,--,0,--,0,--,--,--,0,
