报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),25274,45459,27250,31011,26317,26466,21234,18538,30819,35585,37330,45237,71192,12675,12224,14302,13504,10187,7363,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),17327,17385,13768,12097,5123,11363,7093,8307,187,10876,3765,9640,9053,12276,10728,9423,11538,9212,3665,
应收账款(万元),123730,113446,110888,111734,92620,96036,105234,106039,92220,86497,95512,84563,65891,56280,56153,57387,46701,24253,16848,
预付款项(万元),6978,2897,1828,2968,3739,5168,869,842,4079,1547,7223,5092,10090,5579,4671,2995,1111,1815,2697,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3297,1489,3031,2644,1392,1766,2828,1134,1290,775,1015,765,509,400,713,874,648,271,2671,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25736,22825,18766,17867,8592,8152,7176,7148,7055,6629,5511,6138,6016,6970,6969,5633,6733,6000,4967,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2004,4333,1792,897,--,852,22,578,--,164,--,301,355,387,228,--,401,--,--,
流动资产合计(万元),204343,207832,177323,179218,137784,149803,144456,142586,135649,142074,150357,151736,163105,94568,91686,90614,80636,51739,38211,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,4363,4363,4363,4363,--,4363,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,4363,--,4363,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,145657,--,136980,--,117823,--,89175,--,70844,--,71275,--,64341,62650,62240,55720,--,--,
累计折旧(万元),--,48329,--,42791,--,37627,--,33025,--,29416,--,27012,--,23423,21852,20324,17354,--,--,
固定资产净值(万元),--,97328,--,94189,--,80195,--,56150,--,41427,--,44263,--,40919,40798,41916,38366,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),94272,97328,93417,94189,79208,80195,54222,56150,41590,41427,42816,44263,39677,40919,40798,41916,38366,31363,28914,
在建工程(万元),29882,28665,7629,4953,1636,125,22716,19315,16862,12074,1711,635,637,586,455,248,1245,--,766,
工程物资(万元),430,464,15,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),24291,24460,23069,22606,17812,17920,11308,11390,7567,7623,7655,7712,7768,6259,5075,5025,5094,5232,5376,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),49590,49590,49590,49590,17998,17998,17979,17979,143,143,143,143,--,--,--,--,--,--,--,
长期待摊费用(万元),3087,3251,3300,3454,2895,3043,2949,3052,2388,2391,1285,1302,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1305,1324,1156,1181,987,986,814,734,613,585,569,519,386,341,321,338,291,225,133,
其他非流动资产(万元),14365,10804,27574,17656,15429,5514,3615,4009,4960,3377,1000,1000,1000,2561,3341,4657,3096,--,--,
非流动资产合计(万元),217222,215886,205750,193659,140329,130145,117965,116990,78486,71984,59542,55574,49467,50666,49991,52183,48092,36820,35189,
资产总计(万元),421565,423718,383073,372877,278113,279949,262421,259577,214135,214057,209900,207309,212572,145234,141677,142797,128728,88559,73400,
短期借款(万元),50798,46348,70798,63898,41548,59548,70250,72050,49200,32545,29795,29195,40344,30544,33046,33096,30496,24836,19497,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),41963,41918,37884,30137,39315,20951,19846,15578,11420,25390,26229,28100,27150,9500,7475,8480,7600,5200,3500,
应付账款(万元),44348,56535,39501,44996,34858,36637,31373,30866,19179,26230,27618,25631,22162,28692,27809,28942,22513,6470,6833,
预收账款(万元),4511,2645,1729,4398,283,1238,1358,1035,48,35,109,68,205,168,262,142,123,32,178,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1979,1959,1074,1369,1203,1409,1126,1083,769,916,876,946,583,670,570,574,646,317,440,
应交税费(万元),1931,3308,2187,2302,1237,3445,2138,2734,844,1410,1185,1506,1659,1533,1427,1199,1170,1086,2182,
应付利息(万元),1773,619,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,65,3240,--,--,--,--,--,--,--,--,--,--,1440,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
