报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),244515,171384,96570,120648,94273,65812,78347,109852,117519,130205,119437,176218,194230,143996,128898,168021,109956,158455,78322,167898,160832,133643,172350,77667,75140,78427,42396,52387,44798,29395,18336,24397,28173,46502,14823,20495,21280,27344,20435,26882,37172,36399,36135,31772,42090,42043,20643,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,950,0,270,270,200,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收票据(万元),70019,44384,40500,84178,99502,27980,88975,41388,66046,54208,70334,34770,41893,23051,60757,34558,25716,34590,61834,31705,50042,28536,37491,14420,21222,16157,11930,18565,14735,11695,15673,14655,9084,6483,2767,3723,554,4356,466,928,2341,2507,471,1497,1843,2230,484,
应收账款(万元),125402,123769,61362,111915,112956,133267,66441,141328,125826,125368,55101,118356,109510,85865,53357,104799,95187,83078,55888,89513,77818,98346,41188,74476,68385,51947,20129,52220,54594,31058,27477,40668,40508,34222,17956,28587,24687,17742,20071,23397,19109,22836,12951,22101,22869,22298,15386,
预付款项(万元),26719,40434,24280,36294,13570,33934,7574,26846,25522,41061,10625,55642,41333,44778,16237,48247,16704,38915,19868,42932,23182,40120,35182,32634,41475,55010,11678,39627,31574,28839,14288,23347,12063,10036,3465,12886,6629,3376,817,5633,3054,3450,2514,5679,4827,7596,3090,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收利息(万元),--,2,3,--,--,--,--,--,--,16,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,785,--,--,--,0,--,0,--,0,
其他应收款(万元),23416,6457,4653,2845,1695,2575,2325,6663,20574,20576,18094,11074,7064,15901,5089,11098,12171,22728,10990,17441,13938,14050,11746,16213,14138,9074,3948,6566,3974,2178,676,11687,1055,1718,872,2836,1392,2311,1394,3123,3711,2101,1524,3324,4673,5353,2625,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
存货(万元),155525,169187,143278,99642,112014,128111,98447,95991,109171,109377,118255,107981,91606,99005,108110,90223,83432,113147,92488,98700,89934,78318,88411,92416,68040,47947,56236,47255,30893,36796,45921,38435,34082,25470,35097,36990,20983,17758,23561,34769,21251,16406,20504,17324,12833,10545,14381,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,21,0,--,0,
其他流动资产(万元),60851,54665,53215,44244,44230,44914,44495,42179,53295,51616,51851,22929,25448,25109,36902,14358,15834,17959,18648,3082,4736,364,3650,464,249,205,178,287,134,727,506,757,561,624,388,409,352,858,228,682,831,511,0,66,0,123,126,
流动资产合计(万元),706445,610282,423862,499765,478240,436593,386604,464246,517952,532427,443724,526971,511083,437705,409350,471303,359001,468873,338037,451271,420482,393378,390017,308289,288650,258768,146496,216906,180702,140687,122876,153947,125526,125054,75368,105925,75878,73745,67756,95415,87469,85160,74100,82054,89404,90388,56735,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
可供出售金融资产(万元),18209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,4009,4009,4009,4009,3976,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,--,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,200,200,200,200,200,200,200,200,200,200,200,200,
长期应收款(万元),300,500,500,500,500,700,700,800,800,900,1000,700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,--,0,--,0,
长期股权投资(万元),98638,103360,85599,87160,84884,85010,83579,79845,72299,68524,50021,38048,26470,26270,26479,27014,56659,45232,49833,55121,49431,49192,41327,37570,30023,26649,26453,23760,21844,21912,19406,18684,37294,36431,37022,35313,34185,23290,22485,24046,18635,15395,10719,5926,4032,4524,3600,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
投资性房地产(万元),1007,1015,1023,1030,1038,1046,1053,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
固定资产原值(万元),1653596,--,1580537,--,1520716,--,1485942,--,1424256,--,1338702,--,1216184,--,1165715,--,908838,--,880518,--,731073,--,615418,--,512997,--,486663,--,394919,--,393987,--,285177,--,243786,--,213907,--,205066,--,200625,--,199207,--,192062,--,185213,
累计折旧(万元),393454,--,357021,--,328764,--,294610,--,266234,--,233889,--,206255,--,178364,--,156722,--,135714,--,118884,--,103211,--,89671,--,78238,--,68948,--,60387,--,53000,--,46508,--,41775,--,36695,--,35358,--,32839,--,31172,--,28762,
固定资产净值(万元),1260142,--,1223516,--,1191952,--,1191333,--,1158023,--,1104813,--,1009928,--,987351,--,752117,--,744804,--,612189,--,512207,--,423326,--,408425,--,325972,--,333600,--,232177,--,197279,--,172133,--,168372,--,165267,--,166368,--,160890,--,156452,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,647,--,647,--,647,--,647,--,802,--,802,--,802,--,802,--,3014,--,836,--,909,--,909,--,1000,--,1000,--,1000,--,1000,--,1000,--,1000,--,1000,--,1000,
固定资产(万元),1260142,1252082,1223516,1177971,1191952,1169255,1191333,1181402,1157375,1147105,1104166,1010625,1009281,994541,986704,826306,751315,767020,744002,669747,611388,533843,511405,431683,420312,405433,407589,328712,325063,328995,332691,328012,231177,193894,196279,177526,171133,165663,167372,167751,164267,164345,165368,159521,159889,159306,155452,
在建工程(万元),186429,179523,153204,192368,165779,183241,153705,191593,211092,205321,224752,283836,239628,226942,205010,293877,244552,217885,187845,239042,257194,303044,262824,306159,257057,213360,157885,209706,170235,125520,87506,64183,38921,36094,27491,34279,35329,31908,22470,22646,17588,16750,14078,26397,20033,14372,16413,
工程物资(万元),1554,1657,1752,1976,2378,1952,1402,1897,2194,1379,1602,1295,2074,1702,1859,1501,1140,1298,1007,2455,2509,3074,2679,1628,836,718,720,1252,1235,1632,1314,2527,394,521,904,143,56,38,30,154,50,96,96,22,87,8,19,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8,--,--,--,0,--,1,--,--,--,--,0,--,0,--,0,21,--,-125,211,70,0,63,63,63,63,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
无形资产(万元),129367,153885,154653,193530,193227,195275,197503,197329,198710,201390,203635,197262,197835,199166,202857,200928,145623,146183,144492,141673,144574,141566,142022,126494,124703,75086,69563,52214,52650,53102,53742,43118,35719,28452,25894,24598,24444,24201,22048,18208,16452,16087,16779,15488,16534,17140,17851,
开发支出(万元),67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,428,354,378,194,119,0,
商誉(万元),98521,98198,74842,74842,74842,74842,74842,78992,78992,78992,78992,87893,87893,87893,87893,103190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,235,0,--,--,--,--,--,0,--,0,--,0,
长期待摊费用(万元),19240,19181,19358,11480,12718,12799,13066,8783,8487,6797,6889,7040,2349,2469,1775,1756,1744,1953,1854,2038,1882,1909,1969,1994,2037,2079,2122,82,87,91,91,--,0,--,0,--,0,--,--,138,--,--,0,716,411,86,15,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
递延所得税资产(万元),5334,4101,4234,3245,3241,3597,2988,3374,4184,3761,2694,4342,4314,3690,3736,2660,2525,1634,1731,3293,3223,2405,3065,2835,2900,1169,1731,1146,1163,1192,1532,1114,1188,1006,1006,570,575,820,933,539,414,316,371,834,573,652,447,
其他非流动资产(万元),30494,28704,28573,23309,32563,29855,28101,15848,18734,16648,16648,31091,47865,36510,36510,34802,36992,29381,35756,24099,28861,19884,24795,4000,7346,11646,12346,--,--,--,--,--,0,--,0,--,0,--,--,2555,--,--,0,1350,1350,--,0,
非流动资产合计(万元),1849302,1845415,1750463,1770620,1766331,1760781,1751480,1763070,1756076,1734026,1693607,1666141,1621717,1583190,1556832,1496011,1240550,1210586,1166521,1137468,1099061,1054910,990086,912364,845213,736139,678408,616874,572277,532446,496282,457638,344693,296398,288595,272863,265922,246141,235538,236114,217818,213687,207965,210895,203367,196471,194060,
