报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),118976,92744,133066,156150,175626,51715,47878,38632,29716,28427,29108,24748,23679,19867,22634,4179,6576,4894,2570,6513,6242,7749,7923,10838,7679,8020,11252,21725,37467,1566,3870,4117,3512,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,70,29,110,187,118,10,--,35,--,85,--,225,447,263,330,245,15,550,143,71,166,171,147,22,180,99,310,
应收账款(万元),58990,47964,45599,38505,31659,14363,40744,45673,41761,40677,36999,40679,36222,35443,33421,30880,30952,32345,30295,30261,26535,25695,21157,24334,24058,23900,20412,18815,17483,13218,11988,10755,8359,
预付款项(万元),2401,2176,1998,1799,1743,1271,4147,2044,2121,1414,1893,1232,1098,1576,2422,1064,1924,2715,1262,1362,4527,4427,6222,5933,2809,2848,4515,1267,4477,2085,274,395,1084,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,17,17,19,39,39,39,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,806,806,74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),26432,26085,26957,24517,1148,226,3051,1868,4164,2392,1993,2002,5285,4739,4333,1678,2118,1573,2196,628,971,856,894,1376,2603,1585,3266,1321,1566,1494,3261,1581,1589,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
存货(万元),--,--,--,--,--,--,19792,18837,20897,19830,18552,18373,20950,21104,20934,18653,20550,17939,20770,19209,20276,17577,14398,9983,10672,9608,10082,8671,9209,8351,4815,3228,3090,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,0,
其他流动资产(万元),50,29840,29267,24802,147,324,631,634,705,1390,1188,6347,1284,1623,819,1422,1406,714,1528,1294,1798,1940,1210,688,--,--,--,--,--,--,--,--,0,
流动资产合计(万元),206850,199631,237709,245865,308563,157583,116352,107757,99474,94317,89851,93391,88519,84386,84563,57960,63526,60405,59068,59529,60679,58489,51819,53702,47964,46033,49693,51969,70353,26735,24388,20175,17952,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),54074,141206,122677,66964,18688,13597,12318,10994,9564,9214,9605,3291,1817,1817,2047,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),49398,17155,18879,17235,3734,2854,2679,2606,2408,2312,360,332,1081,1039,1044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1348,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,1038,1051,392,397,402,408,413,418,424,429,435,440,1189,1201,1214,1226,1239,1251,1264,1280,1289,1301,1314,1326,1351,1525,685,
固定资产原值(万元),--,858,--,821,--,370,--,46619,--,47202,--,46499,--,46229,--,44799,--,42993,--,40632,--,36974,--,33663,--,27760,--,26651,--,24378,22681,--,0,
