报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),8470,17578,26132,25887,21388,25001,29679,23132,39471,31916,24034,35765,36268,34859,50713,40458,70763,70978,74014,71761,70239,69838,66424,69457,68905,68278,71903,74969,77609,83858,87936,12298,7846,3303,704,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),2342,3195,2304,2204,2839,2419,2071,1029,2485,3227,2711,3025,3869,6595,2862,3558,3116,2366,1865,2912,4152,3743,820,2307,4046,4164,3511,2796,3290,764,961,4497,330,500,0,
应收账款(万元),15215,10431,11645,10380,9669,8896,11083,12312,11577,11788,9463,9527,10233,9795,11386,13414,15240,16322,14621,17076,16152,17062,17345,14272,14924,12201,13808,14692,16559,16030,17030,12482,12595,7561,667,
预付款项(万元),538,502,502,181,180,210,491,456,480,559,1577,1644,2693,3155,4957,26888,2805,1783,3358,3410,5107,4215,8135,9550,9557,9015,14514,10898,17587,14865,15021,6898,6278,5437,1554,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
