报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),54660,8424,8355,6033,8623,6437,8535,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),9164,11284,3655,11840,3625,3261,1434,
应收账款(万元),48417,44191,36970,33803,31339,25617,21526,
预付款项(万元),577,890,613,409,1538,341,260,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),827,1087,993,921,494,367,934,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),27334,30728,35588,29536,23156,22276,21024,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),109,73,543,570,89,778,1605,
流动资产合计(万元),141088,96678,86719,83112,68865,59078,55317,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,30,30,30,50,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,29295,27166,21492,11737,--,--,
累计折旧(万元),--,6565,5341,3814,2582,--,--,
固定资产净值(万元),--,22731,21825,17678,9155,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),23607,22731,21825,17678,9155,4338,3921,
在建工程(万元),447,477,101,158,2863,2702,247,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),3561,3564,3600,2760,2814,2848,69,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),518,491,540,310,288,257,117,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),417,481,484,312,214,159,130,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),28551,27743,26549,21249,15364,10335,4533,
资产总计(万元),169639,124421,113268,104360,84229,69412,59850,
短期借款(万元),14807,14589,10062,6495,6559,5671,4568,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),14426,13104,10141,12298,9131,9007,7013,
应付账款(万元),33918,36244,35029,34394,22612,20974,19380,
预收账款(万元),14,78,53,22,14,16,9,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1435,2104,2918,2511,2024,956,1566,
应交税费(万元),1257,891,502,381,468,470,215,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),1596,720,587,770,510,235,144,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,2071,1411,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),67454,67729,59292,58942,42730,37330,32895,
长期借款(万元),--,--,--,518,2589,--,--,
