报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),38893,10799,19143,56210,20017,9718,15688,11141,9292,9807,7829,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),70,107,174,233,215,118,252,554,265,111,67,
应收账款(万元),27883,27261,22222,23912,17720,19415,17883,8901,5709,4980,3565,
预付款项(万元),6460,4679,6361,3844,4891,4367,3014,2736,656,260,314,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3043,2349,2010,1429,2343,1964,2095,1614,1003,364,323,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20318,20921,22089,19475,26565,22631,22912,17819,13563,9331,5179,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),122,27342,26204,92,7375,363,1403,756,949,390,117,
流动资产合计(万元),96790,93459,98203,105195,79126,58576,63247,43522,31437,25243,17394,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,20000,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),332,337,362,229,215,197,192,--,--,--,22,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,16075,--,15885,--,--,14875,14061,3382,--,--,
累计折旧(万元),--,3395,--,3076,--,--,2195,1377,712,--,--,
固定资产净值(万元),--,12680,--,12809,--,--,12680,12684,2670,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12614,12680,12651,12809,12516,12480,12680,12684,2670,2229,2026,
在建工程(万元),--,--,--,--,--,--,--,384,300,9,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2809,855,855,891,850,874,938,408,508,182,--,
开发支出(万元),769,2086,1560,1016,--,--,--,224,--,--,--,
商誉(万元),47,47,47,47,47,47,47,47,47,--,--,
长期待摊费用(万元),9,17,26,35,44,53,73,70,117,274,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),810,798,743,720,607,623,636,612,446,241,114,
其他非流动资产(万元),--,--,--,--,--,--,--,--,7903,2724,1506,
非流动资产合计(万元),17390,16820,16245,15746,34278,14274,14567,14429,11990,5660,3668,
