报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),17346,17000,17656,20656,1458,1234,2367,2284,2649,790,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7760,5396,5979,4646,2940,3101,2892,2473,2942,2474,
应收账款(万元),13376,12632,11191,11249,10407,8562,8012,6954,7105,5785,
预付款项(万元),389,316,1364,346,346,176,97,164,163,177,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),670,373,165,485,623,414,312,189,310,1407,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),6953,6834,7609,6133,6091,5517,4756,4973,4840,4299,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),58,86,37,20,--,--,--,1400,--,--,
流动资产合计(万元),46552,42636,44000,43536,21865,19003,18436,18436,18010,14932,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),786,786,786,786,786,786,786,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,16829,--,1602,15703,15526,14837,13531,11034,--,
累计折旧(万元),--,7022,--,6311,5983,5664,4983,3825,2923,--,
固定资产净值(万元),--,9807,--,-4709,9720,9862,9854,9706,8111,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),10796,9807,9523,9691,9720,9862,9854,9706,8111,3262,
在建工程(万元),951,740,835,537,491,413,355,224,128,4079,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1838,1794,1817,1748,1759,1779,1788,1815,1854,1951,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),117,105,109,110,114,125,146,91,81,106,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),533,492,522,522,513,437,357,295,292,308,
其他非流动资产(万元),556,1492,--,147,--,120,38,--,--,--,
非流动资产合计(万元),15577,15217,13592,13542,13383,13522,13324,12131,10466,9706,
资产总计(万元),62128,57853,57593,57078,35248,32526,31761,30567,28476,24638,
短期借款(万元),100,--,--,0,--,--,1000,3980,6835,4295,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4437,1919,476,756,811,519,1955,1457,1478,827,
应付账款(万元),8292,8397,8730,8560,7664,6701,6103,5395,5437,5581,
预收账款(万元),254,323,102,117,136,127,207,59,179,117,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),805,682,499,760,372,340,558,306,293,535,
应交税费(万元),549,754,692,736,552,558,401,402,97,103,
应付利息(万元),--,--,--,--,--,--,2,7,14,8,
应付股利(万元),--,--,--,--,--,--,--,--,--,300,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1346,1051,742,1689,867,785,899,1237,2610,770,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
