报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),80416,68615,71453,71394,71919,44985,72267,70116,105653,191658,72126,79350,78678,87226,70401,62530,84162,66194,103012,47638,--,46368,35421,57500,39820,50747,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,687,744,1390,1959,1560,565,2752,1946,1774,1530,552,833,535,2039,584,957,1402,359,866,--,613,228,570,--,--,
应收账款(万元),--,82825,66268,65438,71093,76348,71792,65271,65753,59592,52169,54871,49940,52931,41523,43395,41589,49939,43044,34512,--,37781,31297,35296,27979,23615,
预付款项(万元),11862,9342,7567,7146,12590,12103,12654,6875,12717,9571,10663,7303,8088,8998,8832,7334,8929,9100,7547,6975,--,7310,5544,4217,3935,6943,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),996,557,203,323,1339,1208,1734,1481,1227,1974,1474,515,1100,1712,939,609,748,848,1316,1314,--,3315,3077,3000,4712,2327,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),123329,122240,116014,113674,109500,106530,97939,94668,95998,97669,93606,94299,95498,90030,82746,83354,78178,73430,70890,65375,--,50273,54765,37825,26780,19941,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),3802,9489,7293,8599,7100,8082,6672,5924,6518,6894,7369,7794,9667,9951,5585,7976,5471,4548,4000,3220,--,445,140,--,100,--,
流动资产合计(万元),305982,293756,269541,267964,275501,250817,263623,247085,289812,369132,238937,244685,243803,251383,212064,205782,220034,205461,230168,159901,--,146106,130472,138408,103326,103571,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4912,4709,4620,5356,4897,5236,5024,5289,5130,4478,4678,4402,4165,4757,4138,4122,3976,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,3542,2091,--,--,--,4411,4411,--,--,--,--,--,--,--,1180,1180,1180,--,1180,1180,1180,1180,1180,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),768,779,790,306,310,313,317,321,324,328,331,335,338,342,346,349,353,356,360,364,--,371,378,392,407,421,
固定资产原值(万元),--,409456,--,403579,--,383129,--,376727,--,255073,--,253594,--,234093,--,231213,--,193866,--,186383,--,163241,155781,--,--,--,
累计折旧(万元),--,95239,--,85393,--,77160,--,69246,--,63025,--,57211,--,52918,--,47797,--,43410,--,38768,--,34411,30483,--,--,--,
固定资产净值(万元),--,314217,--,318186,--,305969,--,307481,--,192048,--,196384,--,181175,--,183415,--,150457,--,147614,--,128830,125298,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),310563,314217,318291,318186,302374,305969,304074,307481,189628,192048,193814,196384,178986,181175,180982,183415,148395,150457,146551,147614,--,128830,125298,97132,78715,80556,
在建工程(万元),52408,44772,42431,37448,46269,41215,40881,35932,41527,36968,35775,32479,50041,40815,39959,35104,66584,59392,62904,52688,--,65342,60932,58925,47100,36924,
