报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),9862384,9019382,8658108,8785899,8183766,9337672,7925278,7560991,7276135,6618944,6110143,6157521,6709699,7095394,6267701,6187676,5758224,6219482,5803800,5270514,5231469,4549381,4390868,4212755,3884447,4158245,3493984,3305280,3434993,3156056,2856525,2529754,2346154,2110669,2003201,1738313,1515112,1334673,1478786,1407818,1202511,1237587,912849,880822,752771,450775,411526,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
拆出资金(万元),122833,204599,166047,148283,512213,670252,565201,615540,127427,138114,221169,167675,381483,286660,826785,348569,354008,54800,177721,386350,215260,666751,396275,44471,--,100000,--,221721,--,30000,0,60000,53652,53655,101884,220203,171983,88017,60052,1371,45000,0,0,50000,--,700,1400,
交易性金融资产(万元),10786191,14648190,9660474,10297360,6215030,827631,1072555,1073988,1281179,703989,997582,856093,1001146,887898,472722,396470,237940,117891,302665,337833,295048,178442,142197,162307,148170,198019,57518,118179,157172,35329,45994,67255,40368,62241,74655,207960,128485,157556,73369,24982,0,0,0,0,--,0,0,
衍生金融资产(万元),4669596,3133375,2297536,1333850,1051706,1393954,476760,529475,345096,353756,266370,244274,159555,129314,872422,833051,784902,719345,569242,491889,342470,337527,267368,175965,152433,168763,222356,221091,212217,224956,196178,158943,116536,102948,61280,38384,28795,22557,17539,14890,21996,2835,0,0,--,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收利息(万元),519004,415646,371265,371620,410450,396330,292562,300419,275758,276515,253467,287236,305551,301505,307490,295298,274324,247431,179318,185808,146990,155277,147214,137407,128598,132784,104079,94006,106247,59939,83973,90891,77849,47710,58886,61876,53976,42781,58945,63536,36188,34547,1007,463,25116,17451,15509,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
买入返售金融资产(万元),2197622,109697,1076136,298048,1139950,1973160,659880,1878568,1648046,1098060,760004,496051,3738898,1707900,1107264,3356739,5851803,3953785,2933424,3772087,4249786,3571211,3430324,111249,451085,335532,974316,4725687,7410132,8302155,5653871,3518640,2193265,822717,516792,1025355,1009166,971846,1316109,533414,579644,425845,530199,340686,333754,0,0,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
发放贷款及垫款(万元),34555858,33219931,32017766,31392023,30305150,29278834,28330879,27363102,26508255,24839911,23546426,22590020,21500623,20474988,19663818,18680961,18014936,16730217,16058901,15544251,15108544,14256463,13732745,13394135,12819219,12074193,11525855,11208643,10587872,10019445,9571528,9241655,8639337,8076783,7858971,6337613,5293152,4846638,4626137,4331290,4013057,3603418,3533274,3318035,2776261,1928491,1696107,
可供出售金融资产(万元),23914835,21884278,23627858,22566585,25982458,28055172,29376886,28833415,29645885,24925794,19688602,19046149,11995482,12010903,12613851,11733341,12214409,9035546,8586268,7827080,7656659,5720190,5998687,4313347,3695550,2650496,908944,744821,453975,432476,377076,236919,176790,181476,142564,178598,220839,11378,22646,35869,97597,59316,41848,48636,47091,200815,136015,
持有至到期投资(万元),6167538,6078279,4935556,4373464,4111840,3937070,3688326,3689739,3133298,3267151,3046485,2373560,1946979,1656910,1546245,1581051,1569067,1594996,1601417,1617977,1693507,1698770,1653849,1720335,1761984,1755534,1757474,1586048,1359563,983834,941670,1098729,1128572,1173511,1229200,1295559,1405070,1410300,1543953,1619869,1552601,1663347,1838109,1678878,1371587,1344763,927533,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,1325,825,825,825,825,825,825,825,825,825,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
投资性房地产(万元),4679,4673,5248,1660,1660,1660,1656,1656,1656,1656,1660,1660,1660,1660,1661,1661,1661,1661,1474,1474,1474,1474,2205,2205,2205,2205,2265,22414,22414,22414,19834,19834,46342,45607,41572,41572,41572,19705,19759,19759,19759,19759,16059,16059,16374,15948,19060,
固定资产原值(万元),--,702677,--,543621,--,537627,--,509048,--,494799,--,473031,--,457851,--,434684,--,333820,--,324948,--,320432,--,258466,--,201520,--,231862,--,182234,0,138117,0,138490,--,127999,--,118457,0,106225,--,95256,0,83344,80401,70516,63443,
累计折旧(万元),--,221101,--,203569,--,185364,--,168937,--,152293,--,138015,--,122169,--,107553,--,94132,--,91072,--,80169,--,71896,--,64438,--,57730,--,53625,0,48404,0,45331,--,39321,--,34375,0,31543,--,27469,0,26084,22631,17041,12954,
固定资产净值(万元),--,481576,--,340052,--,352263,--,340111,--,342506,--,335016,--,335682,--,327131,--,239687,--,233876,--,240263,--,186570,--,137082,--,174132,--,128609,0,89714,0,93159,--,88678,--,84083,0,74683,--,67786,0,57259,57770,53476,50489,
固定资产减值准备(万元),--,481,--,481,--,481,--,481,--,481,--,481,--,481,--,481,--,481,--,481,--,481,--,487,--,487,--,487,--,487,0,487,0,487,--,486,--,486,0,486,--,486,0,486,486,527,217,
固定资产(万元),447518,481096,470635,339572,345839,351782,334290,339631,337552,342026,339807,334535,338355,335202,328961,326650,295121,239207,235354,233396,235657,239782,219711,186084,134373,136596,192604,173645,122814,128122,89612,89227,90924,92672,86261,88191,86071,83596,78637,74196,68917,67300,66112,56773,57284,52948,50273,
在建工程(万元),170713,127805,138024,245716,238015,224120,193344,171433,166457,159804,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
无形资产(万元),32032,34296,23769,25483,27246,28790,20618,21961,23216,24425,17435,18207,19090,20864,15555,13704,14309,14760,7531,7814,8293,8790,7949,8338,8493,8864,8180,8474,8899,9222,8987,9236,9389,9789,8070,8140,8345,8590,7452,2402,2076,1981,1686,1384,1098,1467,1488,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
递延所得税资产(万元),504477,465106,351611,275729,179567,116613,114103,99019,94617,75125,73704,75384,89899,76925,68738,56966,62966,86771,208823,183327,134930,122513,90372,63503,54227,62835,72776,63932,61007,64455,56161,44939,36401,31463,22825,16457,13183,10721,8506,5765,5582,4350,4598,4136,4136,5728,10421,
其他非流动资产(万元),479347,810568,284907,254741,333445,221618,221587,228758,557092,124038,287466,304357,536843,224897,263939,300459,314274,251916,413157,418605,306173,292827,187593,195922,300063,157321,157999,186617,166273,126436,201029,174558,156049,77943,504736,679012,708474,572200,511509,359475,225632,190904,184401,176897,173146,71961,63355,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
资产总计(万元),106864940,103204244,95306443,93852852,91958271,88502041,83768931,83369298,81420986,71646465,65850458,65731259,60848426,55411262,53792025,52422890,53174836,46777260,45244979,44394960,42161930,37353659,33891311,27764342,26555664,26049764,23327877,26244628,27137339,26327433,23496845,20976121,18247626,16335187,14446698,12987831,11885189,10326319,10133298,8829900,8258209,7551077,7341147,6691931,5654623,4242935,3423800,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,0,
向中央银行借款(万元),--,250000,1150000,1150000,2750000,2600000,100000,750000,570000,170000,100000,--,0,--,0,--,0,20000,20000,20000,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
吸收存款及同业存放(万元),65092499,59254634,58807865,58807283,57581053,55598905,54847878,58219894,52869859,42431814,42432998,45144537,43144906,39316616,39326005,38794162,39243173,34526523,31443614,31222929,29889621,25212089,23584468,21627044,20057159,19291212,18394108,18172686,16285531,15319602,15059457,14605098,13271424,12961677,10973787,9825253,8523145,7681576,7180982,6547550,6034767,5720289,5261064,5162920,4632998,3756007,2980534,
拆入资金(万元),9385197,9460610,5935350,5998321,4674137,3483283,2800408,2356896,2866255,2020061,692649,1281257,1096816,1407198,2059442,2001605,2115193,1301500,2657818,1789193,2391853,2220324,1259705,772175,1778863,1192413,562952,433706,882079,880539,826072,883759,1019183,903502,181882,131005,75808,13305,162878,124029,76307,70217,22999,7233,--,3677,0,
交易性金融负债(万元),1095383,543088,203829,115003,424746,623092,1191947,338270,--,18268,7818,111460,296508,127210,52346,52452,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
