报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),2737,5554,3723,3861,9264,23762,6810,8063,13198,23968,17397,11425,19769,28952,12300,7679,13738,13668,9846,11558,21726,14428,4771,9104,10225,9281,6976,8286,12631,14381,13117,14317,18998,25608,27424,28622,1132,1254,405,883,1022,520,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收票据(万元),1817,474,512,1602,400,647,1272,1126,3064,5226,3527,730,2541,132,167,67,783,749,47,--,--,--,--,--,--,--,412,37,44,118,144,--,--,--,--,0,0,0,0,26,0,0,
应收账款(万元),126232,165601,151075,138095,155408,170476,180415,140218,131281,127989,147126,121806,100408,96104,78078,79677,69861,71959,56207,50621,43503,63268,63200,60685,48569,39457,38737,32868,29765,25408,21171,19903,15614,12418,11470,9905,9643,9563,6498,7979,4009,2229,
预付款项(万元),6586,4759,12257,13844,17193,19855,12587,9906,10305,5359,4918,7782,9514,5845,3527,3834,711,2011,790,1319,1573,1952,484,1092,1570,888,263,220,258,658,13,735,29,2734,5,1,7,2,36,10,187,6,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收利息(万元),--,--,--,64,30,30,18,--,7,7,--,--,--,--,--,0,--,--,67,69,67,106,38,21,25,13,5,77,52,77,47,52,92,51,116,21,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
其他应收款(万元),--,9339,18440,18927,20333,10128,9105,6957,8623,6175,7883,6489,7193,3049,5680,3318,7502,3642,5077,4389,3898,1480,10098,5764,4610,2199,2826,2514,3286,2446,2948,2670,2390,2303,2127,2167,2029,1847,6461,2137,3324,2879,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,32,32,32,32,32,32,32,45,633,14,14,14,15,159,17,14,7,3,--,17,0,3,0,0,6,16,35,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
其他流动资产(万元),1646,2178,1998,2093,2182,3698,2986,2977,2872,2854,2026,1929,2076,8369,--,0,--,856,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
流动资产合计(万元),148373,187904,188005,178485,204810,228595,213193,169247,169350,171578,182877,150160,141501,142451,99878,94607,92627,92917,72065,67987,70798,81266,78636,77299,65013,51852,49233,44017,46196,43105,37453,37685,37126,43113,41158,40715,12814,12666,13400,11040,8558,5669,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
可供出售金融资产(万元),267,267,267,267,267,67,67,67,100,100,10100,100,100,100,150,150,50,50,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
长期股权投资(万元),35264,35620,31789,31541,31356,30043,29616,29488,29443,29496,19444,2811,2405,1944,492,499,572,22,8,58,59,9,11,9,21,20,9,31,39,42,44,81,81,--,--,0,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
投资性房地产(万元),10292,10292,12678,12678,12678,12678,13053,13053,13053,13053,11990,11990,11990,11990,11939,8756,6050,6050,5355,5355,5355,5355,2776,2776,2776,2776,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
固定资产原值(万元),--,5745,--,5816,--,5677,--,5623,--,5524,--,5261,--,4873,--,5910,--,7353,--,6908,--,6828,--,8271,--,8216,--,9885,--,9743,--,9340,--,2053,--,1997,0,1959,--,1858,0,0,
累计折旧(万元),--,2462,--,2431,--,2239,--,2093,--,1950,--,1719,--,1527,--,1143,--,1151,--,819,--,673,--,646,--,476,--,451,--,301,--,196,--,178,--,143,0,110,--,49,0,0,
固定资产净值(万元),--,3283,--,3385,--,3438,--,3530,--,3574,--,3542,--,3346,--,4767,--,6203,--,6089,--,6156,--,7625,--,7740,--,9434,--,9442,--,9144,--,1875,--,1854,0,1848,--,1808,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
固定资产(万元),--,3283,3315,3385,3385,3438,3490,3530,3527,3574,3517,3542,3455,3346,3205,4767,6122,6203,6039,6089,6155,6156,7572,7625,7668,7740,9366,9434,9350,9442,9140,9144,1868,1875,1874,1854,1837,1848,1870,1808,81,44,
在建工程(万元),--,--,--,--,--,--,239,--,--,--,--,20,20,--,--,--,--,--,--,--,--,--,--,--,--,--,157,99,99,84,279,220,6950,14,--,0,0,0,0,0,0,18,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
无形资产(万元),1943,1804,2827,2871,2914,2958,2849,2851,2885,2906,2852,2877,2939,3003,1699,1734,1768,1803,559,588,634,646,639,311,312,318,143,71,67,69,71,73,61,62,26,27,21,21,2,0,0,0,
开发支出(万元),178,329,339,331,322,304,426,400,370,360,464,456,436,342,296,226,165,136,162,145,136,136,179,196,190,157,315,340,334,278,236,166,108,59,89,80,59,46,0,0,0,0,
商誉(万元),38066,38066,84600,84600,84600,84600,89198,89198,89198,89198,89198,89198,89198,89198,62190,62190,62190,62190,5813,5813,5813,5813,5815,2698,2698,2698,2698,2698,2698,2698,--,--,--,--,--,0,0,0,0,5,5,0,
长期待摊费用(万元),439,396,452,489,502,411,599,662,585,595,679,767,838,875,599,631,681,750,621,205,225,195,105,14,5,11,121,196,336,404,456,--,--,--,--,0,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
递延所得税资产(万元),1869,1695,5736,5445,5180,5336,7823,8296,7694,7287,5996,5943,5410,5209,1507,1159,1016,911,771,825,667,548,687,529,425,401,473,339,299,177,168,145,139,126,8,21,28,28,8,12,100,5,
其他非流动资产(万元),--,--,--,--,--,--,16749,16749,16749,16749,17430,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
非流动资产合计(万元),91519,91752,142004,141607,141204,139835,164108,164293,163603,163318,161671,127704,116791,116007,82076,80110,78615,78116,19378,19078,19043,18857,17784,14157,14096,14123,13282,13207,13222,13193,10394,9829,9206,2136,1997,1981,1945,1944,1879,1826,186,67,
资产总计(万元),239892,279656,330009,320092,346014,368431,377301,333540,332953,334896,344548,277864,258292,258458,181954,174717,171242,171033,91443,87065,89842,100122,96420,91456,79109,65975,62515,57224,59417,56298,47847,47514,46332,45249,43155,42697,14759,14610,15279,12866,8744,5736,
短期借款(万元),23951,27612,33800,45576,48808,58760,47630,22000,27795,25700,14700,12700,24800,11300,7500,5500,5500,4000,--,--,5991,14091,12100,10131,9100,--,1500,1500,1500,1500,--,--,--,--,--,0,500,1000,1500,0,0,200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
应付账款(万元),--,125727,--,71984,81103,95317,81646,69699,62784,59144,85497,55470,44772,39362,13414,14367,10296,15163,12473,11278,7586,8353,13007,14599,8391,4787,4134,3477,4323,1650,1372,1731,837,792,823,840,1128,1029,690,1477,886,1065,
预收账款(万元),4096,4832,2077,2509,2682,1868,1074,2323,3280,3549,1750,4166,8057,9126,181,57,89,2415,382,1103,1129,2950,163,178,44,2104,240,113,10,7,0,0,--,90,1,42,1,4,4,8,98,4,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,
应付职工薪酬(万元),9925,12051,7650,8924,10379,12051,15158,11469,10679,8753,10525,9581,7300,8571,8288,6481,6429,6100,8888,7838,7311,6212,7670,5733,4780,3857,2974,1631,1386,1815,989,905,1274,1002,1018,1008,1312,1400,596,2509,1638,319,
应交税费(万元),4665,5757,6409,5334,7103,6345,8398,5124,7775,8518,5334,3581,5462,7735,4776,3556,5157,6071,2457,2071,3406,4002,3134,2267,2553,2531,2489,1592,1714,1398,788,844,1029,988,405,501,868,874,651,885,6,20,
