报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),7498,8680,19734,6992,8580,10401,18461,15291,11445,17741,14633,28559,29009,37208,8321,13021,10453,13532,31861,30435,13034,14291,14987,11294,22270,10900,7966,9028,6169,8701,7991,5705,10331,9225,11336,9268,10032,8782,10047,8570,13178,14523,21078,8206,5730,8247,3609,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收账款(万元),952,1052,851,961,1164,1107,1112,743,899,1006,824,752,748,964,848,719,622,669,577,380,376,387,565,368,433,631,532,202,252,213,350,177,213,236,180,160,198,129,239,242,187,157,92,77,104,160,191,
预付款项(万元),1056,960,1970,629,911,647,1668,1246,689,360,976,1250,1474,817,1007,1119,2770,1031,807,764,589,781,806,961,526,617,579,427,459,524,6718,7571,1493,665,763,843,1100,1046,496,1027,1004,938,1917,1913,1889,2318,1769,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
其他应收款(万元),4897,4983,3886,4103,5664,3968,6059,3187,4354,9513,4499,11642,12633,11592,12164,7630,9338,10240,2827,2607,4966,5149,5277,1719,1561,1832,1753,1689,1641,1310,1054,1089,1121,1038,1287,1175,1046,1073,1801,1833,1484,1708,1941,1611,1318,2193,3095,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
存货(万元),25843,25620,22845,27032,26659,25616,16253,15375,15026,10021,7150,6795,6523,5446,5635,5733,5634,5681,14472,14251,14273,13814,13767,19376,19136,18234,18697,18444,18461,18173,18547,18473,19474,18649,10359,10218,9926,9721,8429,8189,7790,7122,4972,2615,2121,1350,703,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,203,228,111,125,103,113,115,132,18,36,59,83,47,64,82,99,5,15,49,59,19,92,154,175,22,32,10,53,--,0,--,0,0,
其他流动资产(万元),216,216,157,157,88,88,--,--,--,--,--,--,54,100,0,550,--,400,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
流动资产合计(万元),40461,41512,49443,39874,43066,41827,43552,35841,32413,38641,28082,48999,50440,56127,28177,29000,28928,31678,50648,48549,33353,34554,35419,33754,43986,32297,29574,29855,27063,29020,34664,33031,32681,29871,23944,21756,22457,20926,21033,19894,23652,24501,30000,14422,11163,14268,9367,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),4278,4278,4578,4578,4578,4578,4578,4578,4578,4578,4578,4578,2628,2628,2838,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
长期股权投资(万元),24523,24744,23227,23268,23326,23568,26294,26269,26369,26595,23432,15004,15261,15530,15675,18795,19768,18848,12448,8992,10456,10678,10920,8228,8161,8253,8393,8335,6894,4309,2263,1522,1557,288,288,288,288,288,288,288,288,288,732,1540,308,8609,8995,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
投资性房地产(万元),48,49,468,473,479,484,489,495,500,505,511,516,522,527,532,538,543,548,554,559,565,570,575,581,586,592,597,603,608,614,619,624,630,635,641,647,623,628,--,--,--,--,--,0,--,0,0,
固定资产原值(万元),--,184797,--,172187,--,167632,--,127868,--,126342,--,118753,--,115992,--,105594,--,104462,--,92365,--,92024,--,83352,--,79777,--,73023,--,72248,--,61152,--,60394,--,52217,--,38175,--,38366,--,37992,--,0,32932,0,0,
累计折旧(万元),--,54878,--,52872,--,49410,--,45278,--,42492,--,40321,--,37533,--,35051,--,35395,--,33657,--,31339,--,30098,--,27950,--,25953,--,24045,--,22192,--,20461,--,18814,--,17671,--,16601,--,15453,--,0,13281,0,0,
固定资产净值(万元),--,129919,--,119315,--,118222,--,82591,--,83850,--,78432,--,78459,--,70543,--,69067,--,58708,--,60684,--,53254,--,51827,--,47071,--,48203,--,38960,--,39933,--,33403,--,20503,--,21765,--,22539,--,0,19651,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,
固定资产(万元),128169,129919,118214,119315,115545,118222,83930,86583,81599,83850,78302,78432,79502,78459,69683,70543,67946,69067,59702,58708,59711,60684,51325,53254,54031,51827,46934,47071,47395,48203,42125,38960,39179,39933,36341,33403,20077,20503,22255,21765,22092,22539,23126,19327,19651,20497,24333,
在建工程(万元),47053,45073,55881,53097,53500,50281,65849,60955,61282,54943,59392,55437,47585,42343,45338,41024,37491,33517,32686,28840,26195,22034,26859,22820,19017,17797,18263,15663,11234,9782,8172,8828,7305,5685,16172,17878,29000,26912,24563,23050,20894,19324,15384,17892,15293,5094,3528,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
无形资产(万元),5057,5107,5057,5091,4796,4833,3874,3910,3945,3981,4016,4052,4087,4123,4158,4194,4229,4265,4288,4324,4359,4395,4298,6054,6145,6189,4212,4242,4272,4302,4323,4360,4379,4407,4444,4474,4090,4117,4146,4173,4200,4227,4093,4326,4163,4146,4234,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
商誉(万元),8438,8438,8444,8787,8787,8787,8640,8640,8640,8640,8640,8640,8640,8640,8540,8540,8540,8540,8540,8540,8540,8540,3416,3416,3416,3416,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,3332,2989,2989,2989,2754,1933,1933,0,0,
长期待摊费用(万元),5595,5810,2585,2837,2830,2938,1951,1554,950,972,457,503,556,570,386,418,600,610,471,452,480,403,404,387,365,328,355,363,375,387,478,507,522,370,919,444,400,418,437,186,193,85,229,228,276,231,347,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
递延所得税资产(万元),135,130,125,124,124,135,126,124,126,125,123,120,128,121,188,136,116,123,147,123,118,119,118,120,116,108,110,108,110,101,99,99,100,92,89,106,85,84,89,89,107,107,64,64,64,70,67,
其他非流动资产(万元),2247,2159,2235,2251,1703,1786,1000,1090,1000,1000,3428,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,178,178,
非流动资产合计(万元),225543,225707,220814,219820,215668,215612,196732,194198,188989,185189,182878,167281,158909,152942,147339,144188,139232,135518,118835,110538,110423,107424,97913,94860,91838,88509,82196,79717,74221,71029,61411,58232,57004,54742,62226,60572,57894,56282,55110,52540,50764,49560,46381,45310,41687,38825,41681,
资产总计(万元),266005,267218,270256,259694,258734,257439,240284,230039,221402,223830,210960,216280,209349,209069,175516,173188,168159,167195,169484,159087,143776,141978,133333,128614,135824,120807,111771,109571,101284,100049,96075,91263,89684,84614,86170,82328,80351,77207,76143,72434,74416,74061,76381,59732,52850,53093,51049,
短期借款(万元),41000,41000,40500,28500,29200,14000,29800,29800,31800,31500,26650,28050,29350,32350,34400,30550,37441,28800,28800,29000,29000,30600,30500,32700,32100,16000,13700,15100,18600,18100,18500,16000,14700,14700,14700,15000,14150,13650,13650,11350,13450,15650,19150,25250,19450,10800,8300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,5,--,--,--,--,--,--,--,--,--,109,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付账款(万元),559,604,516,507,368,378,521,341,317,277,259,184,188,258,142,213,352,159,172,131,182,128,182,84,92,124,145,107,69,67,451,54,48,67,118,159,137,200,348,265,223,255,399,448,616,339,472,
预收账款(万元),1968,1795,1959,1715,570,595,438,388,329,269,682,466,279,275,358,242,1927,682,2135,132,262,187,200,835,821,367,746,576,549,245,1432,750,2918,1007,447,173,168,152,344,329,352,281,237,184,83,609,132,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付职工薪酬(万元),1423,1190,1354,1445,1411,1238,1207,1299,1341,970,1193,1241,1062,931,987,1037,1060,899,1013,910,888,744,726,878,781,608,576,936,1043,801,490,554,490,869,798,330,367,252,234,315,266,227,223,272,295,298,563,
应交税费(万元),1425,1045,1478,999,837,538,1521,970,1431,908,1460,829,978,789,981,401,527,790,1001,-31,903,703,1122,-417,748,1094,1624,792,1018,795,936,752,428,709,1107,69,275,420,728,161,580,518,882,490,671,558,311,
应付利息(万元),2735,2528,1872,1736,1386,2053,1563,1195,495,496,183,111,104,113,449,319,217,127,104,117,124,125,114,124,130,100,81,83,86,78,65,69,56,43,99,279,212,132,119,109,83,91,48,62,70,145,147,
应付股利(万元),1118,1118,1152,1319,1196,1196,1196,305,315,335,297,297,297,297,297,1434,586,586,586,618,297,297,790,790,543,543,542,769,522,522,509,509,905,305,305,374,689,690,--,--,--,--,599,349,530,613,163,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
其他应付款(万元),40838,36177,31992,37623,33103,40763,30318,23831,22153,23798,14751,17234,17046,10776,10464,10079,3599,4233,8884,3135,3587,4765,7820,8753,8062,8298,6401,6919,7886,6005,4505,3904,3310,4555,5235,4258,2575,2755,1164,766,2418,2541,3539,2833,2394,2679,3568,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动负债(万元),23586,25269,23019,23019,21619,22169,24082,25082,19732,19734,20941,31078,26593,27553,11120,11370,8560,8110,200,2150,7850,7850,17350,17500,9900,12600,--,600,1300,1600,1000,1000,0,1900,5400,5400,5800,5800,--,700,700,1680,--,1700,2500,10000,1350,
其他流动负债(万元),--,--,--,--,--,--,4935,4935,4935,4935,--,--,--,--,19,19,14,14,14,14,14,14,--,--,10581,10429,--,--,--,--,--,0,--,0,--,0,--,--,824,842,--,590,--,0,--,0,0,
流动负债合计(万元),114651,110726,103844,96864,89690,82930,95580,88146,82848,83222,66415,79489,75897,73343,59216,55664,54283,44401,42909,36177,43106,45418,58804,61248,63758,50162,23816,25881,31073,28213,27888,23701,22853,24154,28209,26042,24373,24052,17410,14836,18072,21831,25076,31588,26608,26043,15006,
长期借款(万元),63021,65083,73771,74757,80659,82521,49460,47660,14200,14250,23650,19250,14750,14300,33100,35250,34310,34610,43970,42820,41710,34300,17250,18850,24700,20200,29000,29400,27000,27000,24400,25300,25300,17200,15200,15400,15400,12400,18200,17800,16800,12400,11980,4980,2480,4980,14500,
