报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),25330,22410,11975,9857,14425,12627,10569,11902,16601,10294,8889,11520,8661,9974,9941,8892,10413,7310,10585,10280,8305,10172,9817,14042,16333,13156,20274,14352,14964,11256,19150,16535,15757,17613,13040,11933,10034,8761,16611,16328,12428,8080,5748,3743,6348,11527,4807,10687,3421,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,114,--,--,--,--,52,60,46,--,--,106,434,198,4,2270,18,3,10,14,0,--,0,--,--,--,2865,98,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),4381,2332,1973,1899,1753,1968,1364,1526,2357,1312,1158,1798,2191,3359,3539,2349,2925,3206,3146,1988,3050,1663,1998,1935,1085,1612,1114,708,1253,4123,1948,2632,1385,2358,1498,1360,1757,613,1034,1103,849,743,625,1116,1168,1475,495,65,428,
应收账款(万元),9520,11023,8468,7713,6789,9132,6578,7913,6325,9615,7972,7377,8898,10169,10219,8839,11231,10351,10860,8214,11776,11770,12714,10540,13231,11922,11535,14382,12407,12916,11217,9094,11613,9874,11752,8052,10083,7933,8699,9434,9346,10231,10661,9264,9025,8289,8874,5156,5523,
预付款项(万元),7222,9797,8561,7708,2423,7926,5430,3163,3599,2765,762,953,1367,908,1118,975,1360,1467,1427,2527,1007,17711,18288,17192,16537,4112,1759,6090,4660,3783,8850,20456,16683,4451,4807,8508,5190,3587,3692,5020,3353,2121,2715,4745,5237,5525,3805,8532,8548,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
