报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),299027,290985,338309,316921,313469,350621,320807,329569,330916,267286,266817,231852,204885,195053,170804,159729,173528,118716,112497,107105,107895,92118,91309,105665,96446,76590,97303,87724,101227,26159,31555,19658,25506,24923,31643,34743,31815,37242,34231,29977,32513,23775,20939,20288,23018,30801,23915,22237,25222,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),1331,200,636,1408,3556,804,4324,603,1134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,2,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),189,120,257,413,788,100,880,590,929,180,248,299,765,30,800,1986,2634,1052,1700,1884,2996,1853,2637,1108,5643,5757,1528,1931,2353,--,--,--,--,--,0,6008,10406,13320,0,6268,11806,--,--,--,--,--,--,--,0,
应收账款(万元),149160,131390,182313,185044,145218,131036,178889,169619,135580,75233,76372,75998,74432,86779,56989,62178,59409,55991,53858,54954,61290,63878,59579,62514,62879,45760,37717,33546,36824,16489,14597,13936,13968,17251,14934,14427,16173,25243,35684,27536,14036,24371,13004,12128,12060,20466,23284,17761,16792,
预付款项(万元),29778,52337,25816,17108,23392,24095,26064,23092,30034,39733,35929,33417,35598,32696,16429,17670,18851,19945,19974,22130,18135,29467,25432,18021,12929,18694,10353,12976,14034,3364,2800,2547,2033,2717,4661,7117,5096,9574,10499,6770,8815,31993,36442,34877,36807,22010,21132,21167,17728,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
