报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),69132,70518,100012,96362,93545,88339,52863,54764,51085,41019,31503,33633,31164,32202,36043,31466,32243,35606,37960,27874,29773,30303,32259,36625,31289,35416,36297,38751,43379,48985,50166,49437,49859,51861,12127,10406,8819,6455,1228,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,28,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,8,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,--,
应收票据(万元),1210,1361,1578,3998,3284,3952,3500,2133,3483,4987,3070,2343,2733,1844,2771,2170,1161,2054,2449,1704,1164,1357,879,1062,0,200,--,--,--,--,--,--,0,--,0,0,100,--,--,
应收账款(万元),39765,37149,37247,44824,47596,42371,42240,41455,39407,30696,33300,33251,27806,27771,26490,25334,24777,21231,17240,11850,11371,10485,10567,8138,5459,4280,2397,3627,4123,3213,3342,3544,3725,3231,4076,3397,1593,1810,2579,
预付款项(万元),3089,3519,2195,3118,3724,4986,1888,3898,3748,2921,3312,3321,3852,3497,2784,4624,4345,4622,1918,1366,2555,2803,2089,7181,3510,3563,3058,3768,3089,2201,2447,2378,2275,1175,434,892,1846,285,517,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,--,--,
