报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),22691,25472,29429,45295,22742,31258,32690,34614,35828,20988,21253,30779,27214,29953,20941,16680,14915,25627,34915,70744,47155,61480,54713,58496,55626,53645,59193,61218,58038,53730,65642,78485,69624,4232,12396,17219,9341,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),26,35,39,43,51,51,52,48,3052,3048,3048,47,3032,3026,6020,31,85,68,68,67,72,67,80,75,72,74,77,79,89,98,109,99,99,83,601,66,173,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),384,638,1330,2069,416,688,1856,2155,876,2572,4495,2250,564,1706,1758,1390,2595,2743,6383,2720,1142,1182,805,308,2720,160,881,2165,3890,234,497,240,89,365,510,630,257,
应收账款(万元),51358,40923,36816,42494,44993,37275,34215,39770,41063,44166,44096,51093,50604,51385,50288,54578,56829,59246,46408,58362,63384,52373,49822,52772,44025,44076,46810,47657,40272,40245,32985,30466,32965,27744,18242,12277,10255,
预付款项(万元),22727,16521,26331,10995,19600,16259,18524,12356,12329,10147,7727,4430,8192,9095,5306,7386,3210,12471,14658,9627,23273,32124,27429,17712,11735,11132,15397,9065,10014,21098,17473,9914,8904,10905,7108,9215,2278,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),--,567,581,595,886,882,1177,1176,776,351,144,127,10,10,20,12,2,395,266,437,423,646,364,171,889,986,635,293,--,471,384,374,--,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),14231,7309,8057,6184,2874,9725,8522,6447,10924,10161,9471,7739,5681,3439,3447,3239,5257,5325,4883,3842,5040,3386,2397,2669,4535,3609,2703,1926,5565,2869,6799,1950,4333,2550,2987,3032,3853,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),65002,74444,61244,53811,66388,59691,49609,48213,46863,43447,44225,43877,39859,43518,39371,37285,46068,44406,40061,39907,50183,45148,27028,26643,37563,38685,33699,33235,42571,41314,33919,32897,33614,31272,29799,17625,14539,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),19453,24785,23434,16474,29308,27195,22624,32891,1905,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,9,--,--,--,0,0,0,0,
流动资产合计(万元),195873,190694,187261,177960,187258,183025,169270,177670,153615,134880,134458,140341,135157,142132,127151,120601,128961,150282,147642,185706,190671,196406,162638,158847,157164,152368,159395,155637,160439,160068,157806,154425,149628,77151,71644,60063,40696,
发放贷款及垫款(万元),12092,14072,15472,15996,13868,21398,27075,26548,28606,28882,22744,11365,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),16483,15807,17674,18168,18614,18589,18589,18589,21064,20945,29257,28556,6733,8864,5780,5793,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,566,2023,
持有至到期投资(万元),12440,12224,11800,11796,8587,8430,8275,9749,18707,12649,15547,17383,35470,32378,42034,46496,42941,25512,25138,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),444,444,444,444,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,14,61,68,146,156,835,835,2882,1239,1239,1239,4606,1619,916,1193,1193,1193,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,1011,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
固定资产原值(万元),--,80521,--,76552,--,74473,--,72161,--,65873,--,65222,--,62647,--,61722,--,60823,--,55824,--,46625,--,36842,--,33676,--,32802,--,28555,--,26761,--,0,24241,13931,--,
累计折旧(万元),--,38699,--,34991,--,31242,--,27609,--,29183,--,28624,--,26270,--,23745,--,21567,--,18781,--,16400,--,14807,--,12937,--,11925,--,10584,--,9464,--,0,7316,5930,--,
固定资产净值(万元),--,41822,--,41561,--,43231,--,44552,--,36690,--,36598,--,36377,--,37976,--,39256,--,37044,--,30225,--,22035,--,20739,--,20878,--,17971,--,17297,--,0,16926,8001,--,
固定资产减值准备(万元),--,76,--,76,--,--,--,--,--,--,--,365,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
固定资产(万元),40599,41746,40619,41485,42961,43231,44106,44552,41550,36690,35311,36233,36320,36377,36804,37976,39326,39256,39583,37044,32667,30225,30365,22035,21736,20739,20512,20878,18733,17971,17679,17297,17091,16818,16926,8001,7746,
在建工程(万元),246,164,103,549,419,409,322,254,328,1047,98,90,494,125,124,125,107,1764,1931,1938,7194,1840,1546,1105,4648,5352,988,866,1380,1308,1544,2149,13,0,59,80,165,
工程物资(万元),--,--,--,--,--,--,--,--,118,132,17,--,10,--,--,--,--,--,1,1,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,
无形资产(万元),11072,10698,10767,10834,10608,10563,10629,10643,10825,10892,9935,9998,10075,10138,10200,10161,12611,12616,11448,11508,11593,11637,10407,9327,9319,9343,7708,7710,5871,5894,5913,5935,5969,6003,6067,6219,3062,
