报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),17565,13477,28963,5971,4988,4180,1330,9941,2291,2323,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,97,181,1097,10,--,186,--,--,40,
应收账款(万元),6938,8345,7285,9412,7227,8251,9223,6005,4333,6429,
预付款项(万元),538,289,417,171,310,237,247,214,124,33,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,18,--,--,--,--,27,27,98,49,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3279,3299,3130,3397,3030,2760,2806,1938,2532,3131,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),83110,71854,57493,56815,46921,32814,27541,23363,18955,13264,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),440,440,380,380,380,2971,--,--,--,--,
其他流动资产(万元),1000,7000,571,320,3,24,3,3,10,6,
流动资产合计(万元),112869,104819,98421,77564,62868,51237,41364,41492,28343,25276,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
