报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),19020,12460,22670,46503,49089,49864,24311,12802,24906,36601,29019,26871,51472,92890,334423,440164,495007,460041,343916,334226,232922,226201,277506,364148,456079,397958,362575,337165,186378,164759,378134,322299,328046,232274,152610,94776,70136,50389,17786,10930,16145,13629,23766,17977,18243,15127,18093,13984,14829,16856,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1,--,--,--,--,3,14,3,4,18,65,32,53,125,2883,963,1910,4026,11212,2166,4444,3378,3822,2472,1688,2570,1059,2069,472,1984,6132,2174,1345,1147,94,84,92,91,--,0,0,--,--,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,27401,473,9272,3307,44660,67808,54936,7197,64511,51961,--,238,1870,1870,2158,--,--,--,1585,2087,--,--,0,--,0,3837,4428,1403,3163,4449,9191,4450,12955,2000,3052,246,1391,
应收账款(万元),2699,1104,3832,1540,1197,2848,5765,4492,4522,2305,8061,8748,8620,8818,10068,52881,25696,2131,8803,5985,59847,3683,3855,8474,3766,2131,1458,9757,4396,6472,2998,1121,1245,1105,474,1223,1786,2623,37836,32366,25286,16778,32418,44653,41295,25574,33726,32761,28670,14808,
预付款项(万元),2082,1448,2681,4185,5950,4481,20072,32536,27269,15474,27297,17637,18039,27841,23030,21287,13683,4209,26857,37880,57380,17076,21723,9829,8706,2062,4157,3886,31883,3298,8705,3620,7307,2875,5707,2503,1296,2106,3442,2160,5713,3616,6248,7128,7385,4374,7953,7531,4244,4989,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,231,--,--,--,--,--,--,--,145,584,1064,519,612,5996,8371,6654,5668,4604,5203,4581,4468,5611,7794,8882,5777,5488,2966,1527,1282,3818,3326,2372,1307,1113,601,272,43,--,0,0,--,--,--,--,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,46,72,121,132,154,130,131,155,112,18496,36236,36282,36249,3712,3364,5674,2781,8890,6398,4380,315,2006,784,892,10804,598,261,286,287,374,348,273,236,397,360,402,283,1590,1206,1159,1617,1700,2424,1571,2299,980,691,1174,782,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,4078,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),12033,8632,5696,5041,3242,3981,7088,6214,5534,7146,8503,7221,7074,13877,73577,34370,95967,119799,133870,162918,133638,146803,85884,146709,168602,151834,202500,143616,142882,120434,139503,170127,130058,135038,143620,147135,112594,108271,22012,20640,23733,22765,34460,43276,52763,40910,31970,27820,28058,27932,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
