报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),280526,158818,172056,157292,200364,235023,251580,213567,259754,302644,293508,354415,70305,109987,74819,105536,138791,133216,86270,101173,130397,51916,77922,86529,121838,130995,113636,123561,148792,168553,114951,102485,80294,14562,9753,7667,14716,8352,6318,28234,26105,10226,8253,28331,10310,12390,9435,9672,11244,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,30,0,--,--,--,0,--,--,--,0,--,50,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,390,126,257,118,358,0,1546,163,3008,1674,88,560,
应收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,1394,--,--,--,--,0,11,--,2877,120,0,--,116,--,--,--,139,446,685,704,913,--,1,227,3451,6207,6967,6590,6412,7201,4729,6418,6299,6049,6938,9141,6499,
预付款项(万元),303,367,12439,319,333,792,1124,1039,518,2232,1165,1476,1475,3739,4565,2435,2256,4271,4542,4837,37250,67660,66624,33032,18189,11943,27835,28333,13877,5765,4699,311,1282,38381,2471,17933,633,2323,2167,2197,2045,2727,3360,2794,3034,3821,5561,6520,2454,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
