报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),81623,83517,82318,47797,55893,36635,29332,27437,16020,35853,44933,9401,11988,11871,16706,11535,15348,18322,25673,13646,17295,19785,27339,30639,25886,21560,29070,27325,37384,44008,45737,44656,46579,50743,8441,4470,3017,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),4963,2699,4219,1390,1207,4925,4901,2784,1905,1438,2685,2730,1881,2461,2234,1027,917,590,1151,1048,1666,764,2757,516,17,3028,4867,5440,57,28,25,20,20,--,0,0,36,
应收账款(万元),37487,41315,36355,38296,38837,30840,31793,35550,35070,33667,36005,27653,25477,22738,25527,27905,24096,21841,21507,25944,18757,16704,14518,13405,15816,14930,13340,11563,8703,8697,6390,4813,4734,4056,3387,2258,2300,
预付款项(万元),4420,4183,2510,4866,5831,5276,4452,11544,11740,11379,5584,5688,5096,10017,7831,9730,9625,12953,8886,11117,11750,12858,5545,6017,10706,12451,5300,7561,7473,3984,2698,3552,768,2042,2177,214,510,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,307,--,--,14,14,16,14,16,15,17,11,6,17,7,68,78,86,70,67,49,92,122,46,41,104,69,100,308,324,197,218,130,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),2631,3587,2433,3753,26353,4782,4665,4657,3255,3640,3171,891,1151,2306,1429,954,597,842,898,876,793,458,322,499,483,514,390,441,366,580,229,211,211,240,202,335,493,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),18305,17621,16650,21207,19108,19771,14972,18787,17248,15050,13318,8969,8408,8284,7914,9973,10551,9864,8522,11800,12166,8718,8666,9609,8946,9874,7553,10789,7542,4409,3103,3532,2977,2484,2078,3650,3032,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,2,4,--,8,--,--,--,--,--,0,--,0,0,--,
其他流动资产(万元),4269,4625,8026,30668,31230,13399,22688,7073,13781,636,432,190,276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),153699,157854,152512,147978,178471,115642,112820,107846,99036,101678,106146,55534,54285,57695,61648,61192,61213,64499,66707,64498,62475,59379,59269,60733,61898,62461,60596,63219,61832,62031,58378,57004,55420,59564,16285,10928,9388,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),1000,1000,1000,1000,1000,1000,1000,1000,700,700,700,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期股权投资(万元),7004,7170,7283,7356,7475,7575,7609,5425,5499,5573,5670,6723,5353,5302,3227,215,220,249,257,265,281,300,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产原值(万元),12247,--,12340,--,13043,--,13099,--,12625,--,12615,--,12232,--,11892,--,11655,--,11572,--,9278,--,9123,--,8623,--,8439,--,4443,--,4124,--,3945,--,716,596,424,
累计折旧(万元),5485,--,5309,--,5791,--,5526,--,4634,--,4079,--,3633,--,3391,--,2905,--,2429,--,2318,--,1855,--,1428,--,1092,--,585,--,466,--,404,--,342,238,151,
固定资产净值(万元),6762,--,7031,--,7251,--,7574,--,7991,--,8537,--,8599,--,8501,--,8750,--,9143,--,6960,--,7268,--,7195,--,7347,--,3858,--,3657,--,3542,--,375,358,272,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产(万元),6762,6875,7031,7117,7251,7412,7574,7761,7991,8258,8537,8460,8599,7980,8501,8649,8750,8944,9143,6800,6960,7047,7268,7391,7195,7274,7347,4846,3858,3836,3657,3600,3542,373,375,358,272,
在建工程(万元),14,14,14,14,14,13,13,13,13,13,5,--,--,--,--,--,--,--,--,1099,678,145,13,--,--,--,--,1065,977,536,57,--,0,--,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
