报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),10862,13018,10647,13495,11156,11759,9046,9199,7142,7886,10821,13855,16636,18138,25629,11294,19058,16942,19395,20798,20942,21194,25281,25031,24700,24213,23772,27517,33907,38924,3755,2584,2761,2344,1876,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),5877,1858,4299,6186,9477,4585,3138,2966,3148,4077,1748,1005,1797,2011,1962,1275,625,539,672,650,--,0,--,0,--,10,--,--,--,--,0,0,0,40,0,
应收账款(万元),39497,29991,26785,24973,25400,28871,30464,29030,28744,25605,24640,22619,19232,17967,16917,12559,10440,11028,10125,9474,8174,9231,8649,8233,8284,8967,7330,7613,6987,7408,7223,6486,5968,4440,3232,
预付款项(万元),2364,865,7008,2722,6740,3017,3475,3761,4872,876,2833,1675,1657,1664,2291,1547,1672,1289,2490,898,204,221,1198,1156,2851,2718,3290,3115,1548,416,334,225,61,97,288,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,1,--,--,--,--,--,2,2,4,25,23,12,27,33,60,90,78,90,88,117,192,142,191,141,17,286,210,158,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),1105,2475,3186,3850,4276,4130,6412,6045,2124,2369,1181,976,744,946,821,2109,642,766,456,240,420,360,392,374,980,871,263,123,157,363,883,877,762,291,177,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),16308,22337,26897,25467,18928,19458,16876,14573,16300,14790,14242,10317,10808,10363,10275,8599,9163,8650,8005,7030,7222,6813,6554,6268,6083,5573,7346,7593,6213,5518,5188,4516,2743,2710,1869,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,2,--,--,--,--,--,--,--,--,41,51,38,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),1875,3405,3903,3012,3016,3230,2964,2307,2442,1856,1205,1328,1275,467,--,1400,400,3000,700,1600,2250,2000,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),77888,73952,85246,82226,81515,77571,72375,67883,64774,57463,56735,51849,52199,51582,57928,38842,42090,42292,41932,40776,39329,40010,42216,41254,43040,42369,42287,46172,48972,52629,17383,14687,12295,9922,7442,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),2200,2200,2200,2200,1700,1700,1700,1700,2700,2700,--,--,--,--,--,--,--,--,--,--,--,0,2700,--,--,--,500,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),1303,1313,1322,1332,1342,1349,1358,1368,1378,1387,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,36350,--,30496,--,29886,--,29645,--,29738,--,27607,--,26565,--,24618,--,24488,--,16283,--,16528,--,16056,--,12149,--,10226,--,9439,0,6877,6270,6395,5538,
累计折旧(万元),--,10262,--,9936,--,9108,--,8118,--,7356,--,6730,--,5983,--,5487,--,4706,--,4177,--,3903,--,3390,--,2911,--,2502,--,2279,0,1984,1712,1415,1004,
固定资产净值(万元),--,26088,--,20560,--,20779,--,21527,--,22382,--,20877,--,20583,--,19131,--,19782,--,12106,--,12625,--,12667,--,9239,--,7723,--,7160,0,4893,4558,4980,4533,
